index_hex,bank,snes_addr,source_line,label,category,max_words,max_bytes,current_words,free_words,markup_text,edited_text,notes
253,B8,B8E06C,1808,Text_252_Church_EvenIfBelieveIngodGood,Church,113,226,113,0,Even if you don't believe inGod: it's good to keep      gratitude in your mind.<LINE> Yes                         No<CHOICE_OR_WAIT>c,,
254,B8,B8E14E,1824,Text_253_Church_EvenIfBelieveIngodGood,Church,66,132,66,0,Even if you don't believe inGod:it's good to be         grateful.,,
255,B8,B8E1D2,1834,Text_254_Church_GoddessLandExistsSure,Church,45,90,45,0,Yes:The Goddess of Land     exists for sure.,,
256,B8,B8E22C,1841,Text_255_Dialog_ThoughtTime,Dialog,41,82,41,0,I thought it would be OK    this time...,,
257,B8,B8E27E,1848,Text_256_Dialog_EatWantC,Dialog,69,138,69,0,"Hey: please, Eat this,<LINE> OK                          I don't want it<CHOICE_OR_WAIT>c",,
258,B8,B8E308,1858,Text_257_Dialog_ThankNice,Dialog,28,56,28,0,Thank you. You are so nice.,,
259,B8,B8E340,1863,Text_258_Dialog_Waaa,Dialog,6,12,6,0,"Waaa,",,
25A,B8,B8E34C,1865,Text_259_Dialog_MadePumpkinPieWantTry,Dialog,86,172,86,0,I made this pumpkin pie.    Do you want to try some?<LINE> Yes                         No<CHOICE_OR_WAIT>c,,
25B,B8,B8E3F8,1877,Text_25A_Dialog_YearsPumpkinsSweet,Dialog,47,94,47,0,This year's pumpkins are    sweet:aren't they?,,
25C,B8,B8E456,1884,Text_25B_Dialog_YeahPumpkinPieHasReceived,Dialog,57,114,57,0,Oh yeah? This pumpkin pie   has received  praise though.,,
25D,B8,B8E4C8,1893,Text_25C_Manual_GiveSpecialSouvenirClockFree,Manual,102,204,102,0,"I give you a special        souvenir ""Clock"" for free.  You can find the time with<LINE>the select button.",,
25E,B8,B8E594,1907,Text_25D_Dialog_ThinkImportantThankLandSun,Dialog,90,180,90,0,I think it's important to   thank the land and the sun  as well as celebrate<LINE>the harvest.,,
25F,B8,B8E648,1920,Text_25E_Dialog_TaraahAutoHarvestingMachineSwitch,Dialog,96,192,96,0,"Taraah: it's an Auto        Harvesting Machine, Switch  it on.<LINE> Push                        No<CHOICE_OR_WAIT>c",,
260,B8,B8E708,1933,Text_25F_Dialog_SorryFailed,Dialog,14,28,14,0,Sorry:failed.,,
261,B8,B8E724,1936,Text_260_Dialog_Afraid,Dialog,24,48,24,0,What are you afraid of?,,
262,B8,B8E754,1940,Text_261_Dialog_Right,Dialog,24,48,24,0,...No:this isn't right.,,
263,B8,B8E784,1944,Text_262_Dialog_TasteGoodHuhCalledFruit,Dialog,143,286,143,0,Taste good:huh? It's called the fruit of the full-moon  plant.<LINE>It's moistured:soft:and     melts in the mouth like ice cream.It's my favorite.,,
264,B8,B8E8A2,1963,Text_263_Dialog_PickUpFirstThingMorning,Dialog,64,128,64,0,I'll pick it up the first   thing in the morning for    you....,,
265,B8,B8E922,1972,Text_264_Dialog_SpecialMeatPieImadeWant,Dialog,79,158,79,0,This is a special meat pie Imade.Want a bite?<LINE> Yes                         No<CHOICE_OR_WAIT>c,,
266,B8,B8E9C0,1983,Text_265_Romance_MakeEverythingEatSeemDelicious,Romance,73,146,73,0,You make everything you eat seem delicious so it's worthcooking for you.,,
267,B8,B8EA52,1994,Text_266_Dialog_AlrightPrettyGoodThough,Dialog,37,74,37,0,Alright. It's pretty good   though..,,
268,B8,B8EA9C,2000,Text_267_Mountain_BerryJuiceMadeLastYear,Mountain,124,248,124,0,It's the berry juice I made last year. It's one of the  gifts from the earth.<LINE>Want to try?<LINE> Yes                         No<CHOICE_OR_WAIT>c,,
269,B8,B8EB94,2017,Text_268_Dialog_IfThinkManDrinkUp,Dialog,38,76,38,0,"If you think you are a man: drink up,",,
26A,B8,B8EBE0,2023,Text_269_Dialog_GoodThough,Dialog,27,54,27,0,It's really good though...,,
26B,B8,B8EC16,2028,Text_26A_Romance_OofSorryFeelGoodHave,Romance,141,282,141,0,....oof:sorry.I don't feel  good...no:no:no...          I have to eat it with<LINE>gratitude even if there's   something strange in it.    Right?,,
26C,B8,B8ED30,2047,Text_26B_Dialog_TaraaaImprovedAutoHarvestingMachine,Dialog,93,186,93,0,"Taraaa,Improved Auto        Harvesting Machine, Turn it on,<LINE> OK                          No<CHOICE_OR_WAIT>c",,
26D,B8,B8EDEA,2060,Text_26C_Dialog_Weird,Dialog,10,20,10,0,...Weird.,,
26E,B8,B8EDFE,2063,Text_26D_Dialog_HaHaHaHaHa,Dialog,76,152,76,0,"....Ha-ha-ha-ha-ha,Yes:I hadjuice and now I can see     butterflies flying.",,
26F,B8,B8EE96,2074,Text_26E_Festival_StarNightFestivaltomorrowCoupleofPlaces,Festival,128,256,128,0,It's the Star Night Festivaltomorrow. There are a coupleof places for it so you<LINE>should ask the townsfolk to decide where to go.,,
270,B8,B8EF96,2091,Text_26F_Dialog_WildGrapeJuiceSweetGood,Dialog,94,188,94,0,It's the wild grape juice.  It's sweet and good. Want totry?<LINE> Yes                         No<CHOICE_OR_WAIT>c,,
271,B8,B8F052,2104,Text_270_Dialog_CheersGiftsEarth,Dialog,35,70,35,0,"Cheers for gifts from the   earth,",,
272,B8,B8F098,2110,Text_271_Dialog_VerySociable,Dialog,40,80,40,0,You are not very sociable:  aren't you?,,
273,B8,B8F0E8,2116,Text_272_Animal_FlowerFestivalTomorrowStopWork,Animal,265,530,265,0,It's the Flower Festival    tomorrow. I'll stop work    earlier and come to the<LINE>public square at <CTRL_B5>:<CTRL_B2><CTRL_B2>.      If you have livestock:you'd better feed them before<LINE>the festival.I'll definitelypick up the shipping goods  in the box<LINE>if you put them in it.      Good-bye.,,
274,B8,B8F2FA,2151,Text_273_Weather_InformationEventHaveAnnualeggFestival,Weather,158,316,158,0,This is information of an   event. We'll have the annualegg festival.<LINE>The weather is very good.   Ladies and gentlemen:you arecordially invited<LINE>to take part.,,
275,B8,B8F436,2172,Text_274_Animal_EggFestivalTomorrowStopWork,Animal,243,486,243,0,It's Egg Festival tomorrow. I'll stop work earlier and  come to the public<LINE>square by <CTRL_B5>:<CTRL_B2><CTRL_B2>.If you have  livestock:you'd better feed them before the festival.<LINE>I'll definitely pick up the shipping goods in the box ifyou put them in it.<LINE>Good-bye.,,
276,B8,B8F61C,2204,Text_275_Dialog_KidneyPieProudTryC,Dialog,93,186,93,0,It's the kidney pie I'm     proud of.  Won't you try    it?<LINE> Yes                         No<CHOICE_OR_WAIT>c,,
277,B8,B8F6D6,2217,Text_276_Dialog_VeryNourishingThough,Dialog,36,72,36,0,It's very nourishing        though.,,
278,B8,B8F71E,2223,Text_277_Mountain_YearOldBerryJuiceSmells,Mountain,105,210,105,0,It's the <CTRL_B5> year old berry   juice.Smells good:huh?      Do you want it?<LINE> Yes                         No<CHOICE_OR_WAIT>c,,
279,B8,B8F7F0,2238,Text_278_Dialog_MyGrandpasFavoriteJuice,Dialog,35,70,35,0,It's my grandpa's favorite  juice.,,
27A,B8,B8F836,2244,Text_279_Dialog_DrinkMyJuice,Dialog,36,72,36,0,"What? Can't you drink my    juice,?",,
27B,B8,B8F87E,2250,Text_27A_Romance_MayAbleHavePleasantMoments,Romance,55,110,55,0,May we be able to have      pleasant moments for ever.,,
27C,B8,B8F8EC,2258,Text_27B_Romance_UltraSpecialAutoHarvestingMachine,Romance,177,354,177,0,"This is it, Ultra Special   Auto harvesting Machine,,,  .....Hey:you don't seem to<LINE>trust me.Don't say a word:  just turn it on, On,<LINE> Push                        I'd never push<CHOICE_OR_WAIT>c",,
27D,B8,B8FA4E,2282,Text_27C_Dialog_WhetherLikeItor,Dialog,36,72,36,0,It's not whether you like itor not.,,
27E,B8,B8FA96,2288,Text_27D_Dialog_FreshIngredientsAffectionNecessaryMake,Dialog,79,158,79,0,"Fresh ingredients and       affection are necessary to  make dishes delicious,",,
27F,B8,B8FB34,2299,Text_27E_Dialog_TastyRiceBallsDumplingsTry,Dialog,95,190,95,0,"Tasty rice balls and        dumplings, Won't you try    some? They are all          delicious,",,
280,B8,B8FBF2,2312,Text_27F_Dialog_Congratulations,Dialog,17,34,17,0,"Congratulations,",,
281,B8,B8FC14,2316,Text_280_Dialog_GoingHaveBabyprettySoon,Dialog,41,82,41,0,You are going to have a babypretty soon.,,
282,B8,B8FC66,2323,Text_281_Romance_HoHoLookBabyCute,Romance,51,102,51,0,Ho-ho:look at this baby.    It's a cute baby girl.,,
283,B8,B8FCCC,2331,Text_282_Dialog_HaveMyPartnerYoudBetter,Dialog,61,122,61,0,Oh:I have my partner. You'd better try to find one for  you.,,
284,B8,B8FD46,2340,Text_283_Festival_WantDanceSomeoneElse,Festival,42,84,42,0,I...I want to dance with    someone else.,,
285,B8,B8FD9A,2347,Text_284_Festival_YoungManDanceYoungGirl,Festival,47,94,47,0,A young man should dance    with a young girl.,,
286,B8,B8FDF8,2354,Text_285_Dialog_BringMeMoreJuice,Dialog,21,42,21,0,"Bring me more juice,",,
287,B8,B8FE22,2358,Text_286_Dialog_WasDelicious,Dialog,18,36,18,0,Was it delicious?,,
288,B8,B8FE46,2362,Text_287_Festival_WantDanceSomeoneElse,Festival,50,100,50,0,No:I want to dance with     someone else:not you.,,
289,B8,B8FEAA,2370,Text_288_Festival_YeahWantDanceMaria,Festival,35,70,35,0,"Yeah:I want to dance with   Maria,",,
28A,B8,B8FEF0,2376,Text_289_Festival_NewYearsFestivaltomorrowSayThelast,Festival,136,272,136,0,It's the New Year's festivaltomorrow. You should say thelast hello of this year. ,,
28B,B9,B98000,5,Text_28A_Festival_DanceButMeansMoreBecause,Festival,82,164,82,0,It's just a dance but it    means more because you      choose your partner here.,,
28C,B9,B980A4,17,Text_28B_Festival_WhoGoingAskDanceGoing,Festival,74,148,74,0,Who are you going to ask to dance? You are going to     ....no:forget it.,,
28D,B9,B98138,28,Text_28C_Romance_NeverCancelChooseCarefullyRegret,Romance,70,140,70,0,You can never cancel it. So choose carefully so you     won't regret.,,
28E,B9,B981C4,38,Text_28D_Festival_ThanksgivingFestivalTomorrowNiceSmell,Festival,130,260,130,0,It's the Thanksgiving       Festival tomorrow. Nice     smell of baking cakes fills<LINE>the whole town.             Dad:it'll be fun.,,
28F,B9,B982C8,56,Text_28E_Festival_ThanksgivingFestivalTomorrowAllHusbands,Festival,210,420,210,0,It's the Thanksgiving       Festival tomorrow. It's for all the husbands and<LINE>fathers who are always      working hard and women bake cakes for them to show<LINE>thanks. I suggest you to    come to town if possible.,,
290,B9,B9846C,84,Text_28F_Romance_BecauseGirlsGiveCakesPeople,Romance,95,190,95,0,because girls give cakes to people they like. If you    have time:<LINE>I suggest you come to town.,,
291,B9,B9852A,97,Text_290_Diary_GoingBedNowGoodNight,Diary,40,80,40,0,I'm going to bed now.       Good night.,,
292,B9,B9857A,103,Text_291_Dialog_HehHehVeryDeliciousWant,Dialog,109,218,109,0,"Heh-heh This is very        delicious, Want to try      some?<LINE> Eat it                      I don't' want it<CHOICE_OR_WAIT>c",,
293,B9,B98654,118,Text_292_Festival_ThanksgivingFestivalTodayDarlingThank,Festival,111,222,111,0,It's Thanksgiving Festival  today. Here you are:        darling.<LINE>Thank you for working hard  for me every day.,,
294,B9,B98732,133,Text_293_Dialog_WorkNow,Dialog,36,72,36,0,Please work well from       now on.,,
295,B9,B9877A,139,Text_294_Dialog_Fidgety,Dialog,11,22,11,0,Fidgety...,,
296,B9,B98790,142,Text_295_Dialog_ThumpThumpThump,Dialog,21,42,21,0,Thump:thump:thump...,,
297,B9,B987BA,146,Text_296_Animal_EllenGoodCookAndtakesGood,Animal,121,242,121,0,Yes:Ellen is a good cook andtakes good care of the      livestock.<LINE>She is a nice and steady    girl. Don't you think so?,,
298,B9,B988AC,163,Text_297_Romance_LoveMyWifesCakeBut,Romance,65,130,65,0,I love my wife's cake but mydaughter's makes me so much happier.,,
299,B9,B9892E,173,Text_298_Dialog_ScorchedCakeAgain,Dialog,27,54,27,0,I scorched the cake again.,,
29A,B9,B98964,178,Text_299_Dialog_WhatShouldIDo,Dialog,18,36,18,0,What should I do?,,
29B,B9,B98988,182,Text_29A_Romance_AnnsHandMadeCakeExplode,Romance,51,102,51,0,Ann's hand-made cake...it   won't explode:will it?,,
29C,B9,B989EE,190,Text_29B_Romance_GetCakeMariaEveryYear,Romance,40,80,40,0,I get a cake from Maria     every year.,,
29D,B9,B98A3E,196,Text_29C_Romance_YeahGotCakeMaria,Romance,35,70,35,0,"Yeah:I got a cake from      Maria,",,
29E,B9,B98A84,202,Text_29D_Animal_AbleBakePerfectlyDeliciousCake,Animal,79,158,79,0,"I'll be able to bake a      perfectly delicious cake    when I get older, Gee,",,
29F,B9,B98B22,213,Text_29E_Dialog_HopeLike,Dialog,46,92,46,0,Hi:well...it's for you.I    hope you like it.,,
2A0,B9,B98B7E,220,Text_29F_Romance_UummThankWorkingEveryDay,Romance,39,78,39,0,uumm:thank you for working  every day.,,
2A1,B9,B98BCC,226,Text_2A0_Dialog_Hello,Dialog,7,14,7,0,Hello.,,
2A2,B9,B98BDA,228,Text_2A1_Dialog_GiveNotsureIfTastesGood,Dialog,61,122,61,0,I'll give it to you. I'm notsure if it tastes good or   not.,,
2A3,B9,B98C54,237,Text_2A2_Dialog_WantMedicineCase,Dialog,34,68,34,0,You want medicine just in   case?,,
2A4,B9,B98C98,243,Text_2A3_Dialog_MyDadRudeLookedatMy,Dialog,67,134,67,0,My dad is so rude. He lookedat my cake carefully before he ate it.,,
2A5,B9,B98D1E,253,Text_2A4_Dialog_SpecialHerbCake,Dialog,39,78,39,0,Here it is. It's a special  herb cake.,,
2A6,B9,B98D6C,259,Text_2A5_Dialog_LookVeryGoodButDelicious,Dialog,52,104,52,0,It doesn't look very good   but isn't it delicious?,,
2A7,B9,B98DD4,267,Text_2A6_Dialog_MyMomWanderingAroundBaked,Dialog,82,164,82,0,My mom is wandering around  with a baked cake in her    hands since this morning.,,
2A8,B9,B98E78,279,Text_2A7_Animal_UsedPlentyMilkEggs,Animal,34,68,34,0,I used plenty of milk and   eggs.,,
2A9,B9,B98EBC,285,Text_2A8_Dialog_HaveConfidenceMakingSweets,Dialog,36,72,36,0,I have confidence in making sweets.,,
2AA,B9,B98F04,291,Text_2A9_Dialog_ProbablyThinkMonkeySomethingRight,Dialog,99,198,99,0,Hey:you probably think I'm  a monkey or something:      right?<LINE>.........That's OK with me  though.,,
2AB,B9,B98FCA,305,Text_2AA_Dialog_CakeFulledBerries,Dialog,37,74,37,0,This is a cake fulled with  berries.,,
2AC,B9,B99014,311,Text_2AB_Dialog_HopeLike,Dialog,20,40,20,0,I hope you like it.,,
2AD,B9,B9903C,315,Text_2AC_Festival_NowStarNightFestivalTomorrow,Festival,134,268,134,0,Now it's the Star Night     Festival tomorrow. It'll be nice with the clear blue<LINE>sky so you'll see the       beautiful star at night.,,
2AE,B9,B99148,333,Text_2AD_Animal_StarNightFestivalSupposedPray,Animal,128,256,128,0,On the Star Night Festival  you are supposed to pray forthe night when<LINE>you can see the most        beautiful stars of the year.,,
2AF,B9,B99248,350,Text_2AE_Dialog_LookSkyItllBeautifulTomorrow,Dialog,63,126,63,0,Look at the sky. It'll be   really beautiful tomorrow   night.,,
2B0,B9,B992C6,359,Text_2AF_Church_GoingPlayOrganChurch,Church,40,80,40,0,I'm going to play organ at  the church.,,
2B1,B9,B99316,365,Text_2B0_Dialog_TomorrowHehHehGoingWonderful,Dialog,50,100,50,0,Tomorrow? Heh-heh:I'm going to a wonderful place.,,
2B2,B9,B9937A,373,Text_2B1_Dialog_SayGoingNearestplaceStars,Dialog,48,96,48,0,Say:I'm going to the nearestplace to the stars.,,
2B3,B9,B993DA,380,Text_2B2_Church_PrayPublicSquareRomantic,Church,49,98,49,0,We'll pray at the public    square. So romantic.,,
2B4,B9,B9943C,388,Text_2B3_Dialog_LetsHaveBallTomorrowWaiting,Dialog,49,98,49,0,Let's have a ball tomorrow. I'm waiting for you.,,
2B5,B9,B9949E,396,Text_2B4_Festival_StarNightFestivaltomorrowGoingPlace,Festival,75,150,75,0,It's the Star Night Festivaltomorrow. I'm going to the  place I always go.,,
2B6,B9,B99534,407,Text_2B5_Festival_StarNightFestivaltomorrowGoingPlace,Festival,103,206,103,0,"It's the Star Night Festivaltomorrow, I'm going to the  place I always go so<LINE>please come see me there.",,
2B7,B9,B99602,421,Text_2B6_Sign_StarNightFestivaltodayGoPublic,Sign,116,232,116,0,"It's the Star Night Festivaltoday, Where should I go?<LINE> Public square  Mountain top Church         Spa          Bar<CHOICE_OR_WAIT>f",,
2B8,B9,B996EA,437,Text_2B7_Church_LadiesGentlemenLetsPrayStars,Church,54,108,54,0,Well: ladies and gentlemen. Let's pray for the stars.,,
2B9,B9,B99756,445,Text_2B8_Animal_LightStarsSeeingNowMillions,Animal,114,228,114,0,The light of the stars we   are seeing now is that of   millions of years ago.<LINE>It's mysterious when I thinkof it.,,
2BA,B9,B9983A,461,Text_2B9_Dialog_MayMyBusinessGetBetter,Dialog,36,72,36,0,...May my business get      better.,,
2BB,B9,B99882,467,Text_2BA_Dialog_WantMeReadHoroscopeSure,Dialog,79,158,79,0,Do you want me to read your horoscope?<LINE> Sure                        No thanks<CHOICE_OR_WAIT>c,,
2BC,B9,B99920,478,Text_2BB_Romance_GirlWhoGetsAlongWellwith,Romance,61,122,61,0,"The girl who gets along wellwith you is no one but      <CTRL_FFFD>fw,",,
2BD,B9,B9999A,487,Text_2BC_Dialog_WantKnow,Dialog,34,68,34,0,Really? Don't you want to   know?,,
2BE,B9,B999DE,493,Text_2BD_Animal_CloseMyEyesFeellikeFloating,Animal,67,134,67,0,When I close my eyes: I feellike I'm floating in the    night sky.,,
2BF,B9,B99A64,503,Text_2BE_Church_PrayEverybodysGoodHealthSecret,Church,81,162,81,0,What did I pray for?        Everybody's good health.    ....And.. It's a secret.,,
2C0,B9,B99B06,515,Text_2BF_Romance_StarsShinningAllTimeSeethem,Romance,207,414,207,0,The stars are shinning all  the time. You just can't seethem because of those<LINE>lights and stuff on the     earth. And same as the      stars:the truth and love<LINE>always exist. You just don'tsee. Yes:it's true.,,
2C1,B9,B99CA4,542,Text_2C0_Church_SometimesWorkEvenifMuchLove,Church,117,234,117,0,It sometimes won't work evenif we are so much in love:  will it?<LINE>In that case: all you have  to do is pray: I guess.,,
2C2,B9,B99D8E,558,Text_2C1_Diary_FeelSleepyNow,Diary,22,44,22,0,...I feel sleepy now.,,
2C3,B9,B99DBA,562,Text_2C2_Dialog_Zzzzzzz,Dialog,13,26,13,0,Zzzzzzz.....,,
2C4,B9,B99DD4,565,Text_2C3_Dialog_ThinkHaveGoodDreamTonight,Dialog,43,86,43,0,I think I'll have a good    dream tonight.,,
2C5,B9,B99E2A,572,Text_2C4_Romance_GoodEveningUmmWishweAlso,Romance,80,160,80,0,Good evening. ....Umm:I wishwe could also spend some    time together nextyear.,,
2C6,B9,B99ECA,583,Text_2C5_Dialog_LetsSingSongEnjoyYourselves,Dialog,46,92,46,0,"Let's sing a song.          Enjoy yourselves,",,
2C7,B9,B99F26,590,Text_2C6_Dialog_NowSingSomething,Dialog,24,48,24,0,"Now:you sing something,",,
2C8,B9,B99F56,594,Text_2C7_Dialog_HappenedTonightCoincidentHappensToo,Dialog,101,202,101,0,I happened to be here       tonight...well..it's        coincident...and she<LINE>happens to be here too.,,
2C9,B9,B9A020,608,Text_2C8_Romance_AhGoodEveningNinaAlways,Romance,90,180,90,0,Ah:good evening. Nina?      She always goes somewhere   alone.<LINE>I wonder where she's been?,,
2CA,B9,B9A0D4,621,Text_2C9_Dialog_CheersBeautifulSkyinNight,Dialog,42,84,42,0,"Cheers for the beautiful skyin the night,",,
2CB,B9,B9A128,628,Text_2CA_Dialog_HavingFunCheersFateStar,Dialog,80,160,80,0,"Hi, Are you having fun?     cheers for the fate of the  star of having met you,",,
2CC,B9,B9A1C8,639,Text_2CB_Romance_SeeSeeShootingStarEvery,Romance,125,250,125,0,Did you see it? I see a     shooting star every year.   Don't tell anybody about<LINE>this place. It's a secret   between us. OK?,,
2CD,B9,B9A2C2,656,Text_2CC_Romance_MakeWishNinaWishedTitter,Romance,71,142,71,0,Did you make a wish? Nina   wished... ..titter..        it's a secret.,,
2CE,B9,B9A350,666,Text_2CD_Dialog_TakeHotSpringBathWatching,Dialog,91,182,91,0,I take a hot spring bath:   watching stars like this.   It's just like paradise:<LINE>isn't it?,,
2CF,B9,B9A406,679,Text_2CE_Church_MayEverybodyLiveHappilyNow,Church,53,106,53,0,May everybody live happily. Now let's pray together.,,
2D0,B9,B9A470,687,Text_2CF_Church_HavePrayedAlreadyAlsoImportant,Church,100,200,100,0,Have you prayed already?    Also it's important to      choose a goal at the<LINE>beginning of the year.,,
2D1,B9,B9A538,701,Text_2D0_Dialog_MayEarthGiveUsGifts,Dialog,43,86,43,0,May the earth give us gifts this year too.,,
2D2,B9,B9A58E,708,Text_2D1_Dialog_YearTell,Dialog,35,70,35,0,This...this year: I'll tell her...,,
2D3,B9,B9A5D4,714,Text_2D2_Dialog_MayMyBusinessGoThisyear,Dialog,38,76,38,0,May my business go well thisyear too.,,
2D4,B9,B9A620,720,Text_2D3_Town_AlrightTellingFortuneC,Town,70,140,70,0,Alright: I'm telling your   fortune.<LINE> Yes                         No<CHOICE_OR_WAIT>c,,
2D5,B9,B9A6AC,730,Text_2D4_Dialog_PickUpAnyCardLike,Dialog,92,184,92,0,Pick up any card you like.<LINE> Top                         Middle                      Bottom<CHOICE_OR_WAIT>d,,
2D6,B9,B9A764,743,Text_2D5_Romance_ExcellentLuckGreatHarvestEverything,Romance,78,156,78,0,"""Excellent luck""            Great harvest,              Everything goes well,",,
2D7,B9,B9A800,754,Text_2D6_Dialog_LuckFairHarvestPersonWaiting,Dialog,71,142,71,0,"""Luck"" Fair harvest.        The person you are waiting  for will come.",,
2D8,B9,B9A88E,764,Text_2D7_Town_MisfortuneNothingTurnOutGood,Town,56,112,56,0,"""Misfortune""                Nothing will turn out good.",,
2D9,B9,B9A8FE,772,Text_2D8_Romance_SeeBetterDevelopMywayMyself,Romance,43,86,43,0,I see. I'd better develop myway by myself.,,
2DA,B9,B9A954,779,Text_2D9_Dialog_WhmmmGoingGoodYear,Dialog,39,78,39,0,Whmmm:it's going to be good this year.,,
2DB,B9,B9A9A2,785,Text_2DA_Dialog_MayYearGoodYearfor,Dialog,37,74,37,0,May this year be a good yearfor you.,,
2DC,B9,B9A9EC,791,Text_2DB_Dialog_SeeFirstSunriseBeginningYear,Dialog,66,132,66,0,We should see the first     sunrise at the beginning of the year.,,
2DD,B9,B9AA70,801,Text_2DC_Dialog_Best,Dialog,19,38,19,0,well:do your best.,,
2DE,B9,B9AA96,805,Text_2DD_Animal_NowAnnualEggSearchinggameAutumn,Animal,208,416,208,0,"Now:the annual egg searchinggame in autumn,             The rule is simple.<LINE>The first person that finds the same colored egg as the one I show wins the game.<LINE>May I begin now?<LINE> Yes                         No<CHOICE_OR_WAIT>c",,
2DF,B9,B9AC36,832,Text_2DE_Dialog_GoFirstOne,Dialog,34,68,34,0,"Here we go, First one is    this,",,
2E0,B9,B9AC7A,838,Text_2DF_Dialog_ComeHurryUpTimeRunning,Dialog,44,88,44,0,"Come on, Hurry up, The time is running out.",,
2E1,B9,B9ACD2,845,Text_2E0_Dialog_BeatenThoseYoungKids,Dialog,40,80,40,0,I won't be beaten by those  young kids.,,
2E2,B9,B9AD22,851,Text_2E1_Dialog_PrizeJuice,Dialog,20,40,20,0,Is the prize juice?,,
2E3,B9,B9AD4A,855,Text_2E2_Dialog_SayWinnerGettheGreatPrize,Dialog,45,90,45,0,They say the winner will getthe great prize.,,
2E4,B9,B9ADA4,862,Text_2E3_Dialog_LittleKidsNeedHandicap,Dialog,27,54,27,0,Little kids need handicap.,,
2E5,B9,B9ADDA,867,Text_2E4_Dialog_AlrightTryWinYear,Dialog,39,78,39,0,Alright:I'll try to win     this year.,,
2E6,B9,B9AE28,873,Text_2E5_Town_HearPrizeSeedRareFlower,Town,48,96,48,0,I hear the prize is a seed  of the rare flower.,,
2E7,B9,B9AE88,880,Text_2E6_Dialog_IfExWereFindVery,Dialog,49,98,49,0,If <CTRL_FFFD>ex were here:he would  find it very quickly.,,
2E8,B9,B9AEEA,888,Text_2E7_Dialog_SameColorGetPointNext,Dialog,66,132,66,0,"Yes:that's the same color.  You get <CTRL_B3> point. Next is    this one,",,
2E9,B9,B9AF6E,898,Text_2E8_Romance_GameOverAnnouncingWinnerEverybody,Romance,84,168,84,0,OK:the game is over. I'm    announcing the winner.      Everybody:come here:please.,,
2EA,B9,B9B016,910,Text_2E9_Dialog_BingoCorrectNextOne,Dialog,46,92,46,0,"Bingo, You are correct.     Next is this one,",,
2EB,B9,B9B072,917,Text_2EA_Animal_WinnerYearsEggFestivalMr,Animal,65,130,65,0,"The winner of this year's   Egg Festival is             Mr. <CTRL_FFFD>ey,",,
2EC,B9,B9B0F4,927,Text_2EB_Sign_YearsPrizeFodderOneWhole,Sign,87,174,87,0,"This year's prize is the    fodder for one whole month, I'll deliver it to<LINE>your ranch.",,
2ED,B9,B9B1A2,939,Text_2EC_Dialog_CongratulationsDeliverPrizeHome,Dialog,62,124,62,0,"Congratulations, I'll       deliver the prize to your   home.",,
2EE,B9,B9B21E,948,Text_2ED_Romance_NowEverybodyLetsBestYear,Romance,48,96,48,0,"Now:everybody:let's do our  best this year too,",,
2EF,B9,B9B27E,955,Text_2EE_Dialog_HumiliatingYoungMen,Dialog,39,78,39,0,How humiliating you are:    young men.,,
2F0,B9,B9B2CC,961,Text_2EF_Dialog_PhewLikeUsually,Dialog,47,94,47,0,Phew: I just couldn't do it like I usually do.,,
2F1,B9,B9B32A,968,Text_2F0_Dialog_HicHaveCome,Dialog,34,68,34,0,Hic...shouldn't have come   here.,,
2F2,B9,B9B36E,974,Text_2F1_Dialog_PuffPuff,Dialog,11,22,11,0,Puff-puff.,,
2F3,B9,B9B384,977,Text_2F2_Dialog_PuffPuffSpeakMe,Dialog,44,88,44,0,Puff-puff...don't...speak...to me...please?,,
2F4,B9,B9B3DC,984,Text_2F3_Town_SeedFlowerWhoSaid,Town,51,102,51,0,Hey:it's not a seed of a    flower. Who said that?,,
2F5,B9,B9B442,992,Text_2F4_Dialog_PhewGoodHealthyBodyExercise,Dialog,67,134,67,0,Phew:it's good for healthy  body to do exercise         sometimes.,,
2F6,B9,B9B4C8,1002,Text_2F5_Festival_NewYearsFestivalLetsGo,Festival,54,108,54,0,"New Year's Festival, Let's  go see the first sunrise,",,
2F7,B9,B9B534,1010,Text_2F6_Manual_SeedGrassThisgrassGrowsWithout,Manual,157,314,157,0,That's a seed of grass. Thisgrass grows without         watering. It's <$00B7><CTRL_B2><CTRL_B2>G.<LINE>Want it?<LINE> Buy                         Not buy                      Money <CTRL_FFFC>hv<CTRL_B2>G<CHOICE_OR_WAIT>c,,
2F8,B9,B9B66E,1031,Text_2F7_Dialog_ThankDeliverShed,Dialog,42,84,42,0,Thank you. I'll deliver it  to your shed.,,
2F9,B9,B9B6C2,1038,Text_2F8_Dialog_ThankVeryMuch,Dialog,21,42,21,0,Thank you very much.,,
2FA,B9,B9B6EC,1042,Text_2F9_Dialog_AhHaveEnoughMoney,Dialog,42,84,42,0,Ah:you don't have enough    money for it.,,
2FB,B9,B9B740,1049,Text_2FA_Dialog_ThankComeVisitMeAgain,Dialog,35,70,35,0,Thank you. Come visit me    again.,,
2FC,B9,B9B786,1055,Text_2FB_Manual_BuyingCowThenGiveBell,Manual,207,414,207,0,Will you be buying a cow?   Then I'll give you this     bell.<LINE>Cows gather when they hear  the sound of this bell.     But don't ring it so often.<LINE>It makes you tired. Well:   I'll deliver it with the    cow.,,
