bank,label,snes_addr,xref_count,xrefs,text_preview
B8,DATA16_B8E340,B8E340,1,src/code_banks/bank_83.asm:3946: dl DATA16_B8E340                     ;B8E340;258,"Waaa,"
B8,DATA16_B8E34C,B8E34C,1,src/code_banks/bank_83.asm:3947: dl DATA16_B8E34C                     ;B8E34C;259,I made this pumpkin pie.    Do you want to try some? /  Yes                         No<CHOICE_OR_WAIT>c
B8,DATA16_B8E3F8,B8E3F8,1,src/code_banks/bank_83.asm:3948: dl DATA16_B8E3F8                     ;B8E3F8;25a,This year's pumpkins are    sweet:aren't they?
B8,DATA16_B8E456,B8E456,1,src/code_banks/bank_83.asm:3949: dl DATA16_B8E456                     ;B8E456;25b,Oh yeah? This pumpkin pie   has received  praise though.
B8,DATA16_B8E4C8,B8E4C8,1,src/code_banks/bank_83.asm:3950: dl DATA16_B8E4C8                     ;B8E4C8;25c,"I give you a special        souvenir ""Clock"" for free.  You can find the time with / the select button."
B8,DATA16_B8E594,B8E594,1,src/code_banks/bank_83.asm:3951: dl DATA16_B8E594                     ;B8E594;25d,I think it's important to   thank the land and the sun  as well as celebrate / the harvest.
B8,DATA16_B8E648,B8E648,1,src/code_banks/bank_83.asm:3952: dl DATA16_B8E648                     ;B8E648;25e,"Taraah: it's an Auto        Harvesting Machine, Switch  it on. /  Push                        No<CHOICE_OR_WAIT>c"
B8,DATA16_B8E708,B8E708,1,src/code_banks/bank_83.asm:3953: dl DATA16_B8E708                     ;B8E708;25f,Sorry:failed.
B8,DATA16_B8E724,B8E724,1,src/code_banks/bank_83.asm:3954: dl DATA16_B8E724                     ;B8E724;260,What are you afraid of?
B8,DATA16_B8E754,B8E754,1,src/code_banks/bank_83.asm:3955: dl DATA16_B8E754                     ;B8E754;261,...No:this isn't right.
B8,DATA16_B8E784,B8E784,1,src/code_banks/bank_83.asm:3956: dl DATA16_B8E784                     ;B8E784;262,Taste good:huh? It's called the fruit of the full-moon  plant. / It's moistured:soft:and     melts in the mouth like ice cream.It's my favorite.
B8,DATA16_B8E8A2,B8E8A2,1,src/code_banks/bank_83.asm:3957: dl DATA16_B8E8A2                     ;B8E8A2;263,I'll pick it up the first   thing in the morning for    you....
B8,DATA16_B8E922,B8E922,1,src/code_banks/bank_83.asm:3958: dl DATA16_B8E922                     ;B8E922;264,This is a special meat pie Imade.Want a bite? /  Yes                         No<CHOICE_OR_WAIT>c
B8,DATA16_B8E9C0,B8E9C0,1,src/code_banks/bank_83.asm:3959: dl DATA16_B8E9C0                     ;B8E9C0;265,You make everything you eat seem delicious so it's worthcooking for you.
B8,DATA16_B8EA52,B8EA52,1,src/code_banks/bank_83.asm:3960: dl DATA16_B8EA52                     ;B8EA52;266,Alright. It's pretty good   though..
B8,DATA16_B8EA9C,B8EA9C,1,src/code_banks/bank_83.asm:3961: dl DATA16_B8EA9C                     ;B8EA9C;267,It's the berry juice I made last year. It's one of the  gifts from the earth. / Want to try? /  Yes                         No<CHOICE_OR_WAIT>c
B8,DATA16_B8EB94,B8EB94,1,src/code_banks/bank_83.asm:3962: dl DATA16_B8EB94                     ;B8EB94;268,"If you think you are a man: drink up,"
B8,DATA16_B8EBE0,B8EBE0,1,src/code_banks/bank_83.asm:3963: dl DATA16_B8EBE0                     ;B8EBE0;269,It's really good though...
B8,DATA16_B8EC16,B8EC16,1,src/code_banks/bank_83.asm:3964: dl DATA16_B8EC16                     ;B8EC16;26a,....oof:sorry.I don't feel  good...no:no:no...          I have to eat it with / gratitude even if there's   something strange in it.    Right?
B8,DATA16_B8ED30,B8ED30,1,src/code_banks/bank_83.asm:3965: dl DATA16_B8ED30                     ;B8ED30;26b,"Taraaa,Improved Auto        Harvesting Machine, Turn it on, /  OK                          No<CHOICE_OR_WAIT>c"
B8,DATA16_B8EDEA,B8EDEA,1,src/code_banks/bank_83.asm:3966: dl DATA16_B8EDEA                     ;B8EDEA;26c,...Weird.
B8,DATA16_B8EDFE,B8EDFE,1,src/code_banks/bank_83.asm:3967: dl DATA16_B8EDFE                     ;B8EDFE;26d,"....Ha-ha-ha-ha-ha,Yes:I hadjuice and now I can see     butterflies flying."
B8,DATA16_B8EE96,B8EE96,1,src/code_banks/bank_83.asm:3968: dl DATA16_B8EE96                     ;B8EE96;26e,It's the Star Night Festivaltomorrow. There are a coupleof places for it so you / should ask the townsfolk to decide where to go.
B8,DATA16_B8EF96,B8EF96,1,src/code_banks/bank_83.asm:3969: dl DATA16_B8EF96                     ;B8EF96;26f,It's the wild grape juice.  It's sweet and good. Want totry? /  Yes                         No<CHOICE_OR_WAIT>c
B8,DATA16_B8F052,B8F052,1,src/code_banks/bank_83.asm:3970: dl DATA16_B8F052                     ;B8F052;270,"Cheers for gifts from the   earth,"
B8,DATA16_B8F098,B8F098,1,src/code_banks/bank_83.asm:3971: dl DATA16_B8F098                     ;B8F098;271,You are not very sociable:  aren't you?
B8,DATA16_B8F0E8,B8F0E8,1,src/code_banks/bank_83.asm:3972: dl DATA16_B8F0E8                     ;B8F0E8;272,It's the Flower Festival    tomorrow. I'll stop work    earlier and come to the / public square at <CTRL_B5>:<CTRL_B2><CTRL_B2>.      If you have livestock:you'd better feed them b
B8,DATA16_B8F2FA,B8F2FA,1,src/code_banks/bank_83.asm:3973: dl DATA16_B8F2FA                     ;B8F2FA;273,This is information of an   event. We'll have the annualegg festival. / The weather is very good.   Ladies and gentlemen:you arecordially invited / to take part.
B8,DATA16_B8F436,B8F436,1,src/code_banks/bank_83.asm:3974: dl DATA16_B8F436                     ;B8F436;274,It's Egg Festival tomorrow. I'll stop work earlier and  come to the public / square by <CTRL_B5>:<CTRL_B2><CTRL_B2>.If you have  livestock:you'd better feed them before the festiva
B8,DATA16_B8F61C,B8F61C,1,src/code_banks/bank_83.asm:3975: dl DATA16_B8F61C                     ;B8F61C;275,It's the kidney pie I'm     proud of.  Won't you try    it? /  Yes                         No<CHOICE_OR_WAIT>c
B8,DATA16_B8F6D6,B8F6D6,1,src/code_banks/bank_83.asm:3976: dl DATA16_B8F6D6                     ;B8F6D6;276,It's very nourishing        though.
B8,DATA16_B8F71E,B8F71E,1,src/code_banks/bank_83.asm:3977: dl DATA16_B8F71E                     ;B8F71E;277,It's the <CTRL_B5> year old berry   juice.Smells good:huh?      Do you want it? /  Yes                         No<CHOICE_OR_WAIT>c
B8,DATA16_B8F7F0,B8F7F0,1,src/code_banks/bank_83.asm:3978: dl DATA16_B8F7F0                     ;B8F7F0;278,It's my grandpa's favorite  juice.
B8,DATA16_B8F836,B8F836,1,src/code_banks/bank_83.asm:3979: dl DATA16_B8F836                     ;B8F836;279,"What? Can't you drink my    juice,?"
B8,DATA16_B8F87E,B8F87E,1,src/code_banks/bank_83.asm:3980: dl DATA16_B8F87E                     ;B8F87E;27a,May we be able to have      pleasant moments for ever.
B8,DATA16_B8F8EC,B8F8EC,1,src/code_banks/bank_83.asm:3981: dl DATA16_B8F8EC                     ;B8F8EC;27b,"This is it, Ultra Special   Auto harvesting Machine,,,  .....Hey:you don't seem to / trust me.Don't say a word:  just turn it on, On, /  Push                        I'd never push<"
B8,DATA16_B8FA4E,B8FA4E,1,src/code_banks/bank_83.asm:3982: dl DATA16_B8FA4E                     ;B8FA4E;27c,It's not whether you like itor not.
B8,DATA16_B8FA96,B8FA96,1,src/code_banks/bank_83.asm:3983: dl DATA16_B8FA96                     ;B8FA96;27d,"Fresh ingredients and       affection are necessary to  make dishes delicious,"
B8,DATA16_B8FB34,B8FB34,1,src/code_banks/bank_83.asm:3984: dl DATA16_B8FB34                     ;B8FB34;27e,"Tasty rice balls and        dumplings, Won't you try    some? They are all          delicious,"
B8,DATA16_B8FBF2,B8FBF2,1,src/code_banks/bank_83.asm:3985: dl DATA16_B8FBF2                     ;B8FBF2;27f,"Congratulations,"
B8,DATA16_B8FC14,B8FC14,1,src/code_banks/bank_83.asm:3986: dl DATA16_B8FC14                     ;B8FC14;280,You are going to have a babypretty soon.
B8,DATA16_B8FC66,B8FC66,1,src/code_banks/bank_83.asm:3987: dl DATA16_B8FC66                     ;B8FC66;281,Ho-ho:look at this baby.    It's a cute baby girl.
B8,DATA16_B8FCCC,B8FCCC,1,src/code_banks/bank_83.asm:3988: dl DATA16_B8FCCC                     ;B8FCCC;282,Oh:I have my partner. You'd better try to find one for  you.
B8,DATA16_B8FD46,B8FD46,1,src/code_banks/bank_83.asm:3989: dl DATA16_B8FD46                     ;B8FD46;283,I...I want to dance with    someone else.
B8,DATA16_B8FD9A,B8FD9A,1,src/code_banks/bank_83.asm:3990: dl DATA16_B8FD9A                     ;B8FD9A;284,A young man should dance    with a young girl.
B8,DATA16_B8FDF8,B8FDF8,1,src/code_banks/bank_83.asm:3991: dl DATA16_B8FDF8                     ;B8FDF8;285,"Bring me more juice,"
B8,DATA16_B8FE22,B8FE22,1,src/code_banks/bank_83.asm:3992: dl DATA16_B8FE22                     ;B8FE22;286,Was it delicious?
B8,DATA16_B8FE46,B8FE46,1,src/code_banks/bank_83.asm:3993: dl DATA16_B8FE46                     ;B8FE46;287,No:I want to dance with     someone else:not you.
B8,DATA16_B8FEAA,B8FEAA,1,src/code_banks/bank_83.asm:3994: dl DATA16_B8FEAA                     ;B8FEAA;288,"Yeah:I want to dance with   Maria,"
B8,DATA16_B8FEF0,B8FEF0,1,src/code_banks/bank_83.asm:3995: dl DATA16_B8FEF0                     ;B8FEF0;289,It's the New Year's festivaltomorrow. You should say thelast hello of this year.
B9,DATA16_B98000,B98000,1,src/code_banks/bank_83.asm:3996: dl DATA16_B98000                     ;B98000;28a,It's just a dance but it    means more because you      choose your partner here.
B9,DATA16_B980A4,B980A4,1,src/code_banks/bank_83.asm:3997: dl DATA16_B980A4                     ;B980A4;28b,Who are you going to ask to dance? You are going to     ....no:forget it.
B9,DATA16_B98138,B98138,1,src/code_banks/bank_83.asm:3998: dl DATA16_B98138                     ;B98138;28c,You can never cancel it. So choose carefully so you     won't regret.
B9,DATA16_B981C4,B981C4,1,src/code_banks/bank_83.asm:3999: dl DATA16_B981C4                     ;B981C4;28d,It's the Thanksgiving       Festival tomorrow. Nice     smell of baking cakes fills / the whole town.             Dad:it'll be fun.
B9,DATA16_B982C8,B982C8,1,src/code_banks/bank_83.asm:4000: dl DATA16_B982C8                     ;B982C8;28e,It's the Thanksgiving       Festival tomorrow. It's for all the husbands and / fathers who are always      working hard and women bake cakes for them to show / thanks. I suggest yo
B9,DATA16_B9846C,B9846C,1,src/code_banks/bank_83.asm:4001: dl DATA16_B9846C                     ;B9846C;28f,because girls give cakes to people they like. If you    have time: / I suggest you come to town.
B9,DATA16_B9852A,B9852A,1,src/code_banks/bank_83.asm:4002: dl DATA16_B9852A                     ;B9852A;290,I'm going to bed now.       Good night.
B9,DATA16_B9857A,B9857A,1,src/code_banks/bank_83.asm:4003: dl DATA16_B9857A                     ;B9857A;291,"Heh-heh This is very        delicious, Want to try      some? /  Eat it                      I don't' want it<CHOICE_OR_WAIT>c"
B9,DATA16_B98654,B98654,1,src/code_banks/bank_83.asm:4004: dl DATA16_B98654                     ;B98654;292,It's Thanksgiving Festival  today. Here you are:        darling. / Thank you for working hard  for me every day.
B9,DATA16_B98732,B98732,1,src/code_banks/bank_83.asm:4005: dl DATA16_B98732                     ;B98732;293,Please work well from       now on.
B9,DATA16_B9877A,B9877A,1,src/code_banks/bank_83.asm:4006: dl DATA16_B9877A                     ;B9877A;294,Fidgety...
B9,DATA16_B98790,B98790,1,src/code_banks/bank_83.asm:4007: dl DATA16_B98790                     ;B98790;295,Thump:thump:thump...
B9,DATA16_B987BA,B987BA,1,src/code_banks/bank_83.asm:4008: dl DATA16_B987BA                     ;B987BA;296,Yes:Ellen is a good cook andtakes good care of the      livestock. / She is a nice and steady    girl. Don't you think so?
B9,DATA16_B988AC,B988AC,1,src/code_banks/bank_83.asm:4009: dl DATA16_B988AC                     ;B988AC;297,I love my wife's cake but mydaughter's makes me so much happier.
B9,DATA16_B9892E,B9892E,1,src/code_banks/bank_83.asm:4010: dl DATA16_B9892E                     ;B9892E;298,I scorched the cake again.
B9,DATA16_B98964,B98964,1,src/code_banks/bank_83.asm:4011: dl DATA16_B98964                     ;B98964;299,What should I do?
B9,DATA16_B98988,B98988,1,src/code_banks/bank_83.asm:4012: dl DATA16_B98988                     ;B98988;29a,Ann's hand-made cake...it   won't explode:will it?
B9,DATA16_B989EE,B989EE,1,src/code_banks/bank_83.asm:4013: dl DATA16_B989EE                     ;B989EE;29b,I get a cake from Maria     every year.
B9,DATA16_B98A3E,B98A3E,1,src/code_banks/bank_83.asm:4014: dl DATA16_B98A3E                     ;B98A3E;29c,"Yeah:I got a cake from      Maria,"
B9,DATA16_B98A84,B98A84,1,src/code_banks/bank_83.asm:4015: dl DATA16_B98A84                     ;B98A84;29d,"I'll be able to bake a      perfectly delicious cake    when I get older, Gee,"
B9,DATA16_B98B22,B98B22,1,src/code_banks/bank_83.asm:4016: dl DATA16_B98B22                     ;B98B22;29e,Hi:well...it's for you.I    hope you like it.
B9,DATA16_B98B7E,B98B7E,1,src/code_banks/bank_83.asm:4017: dl DATA16_B98B7E                     ;B98B7E;29f,uumm:thank you for working  every day.
B9,DATA16_B98BCC,B98BCC,1,src/code_banks/bank_83.asm:4018: dl DATA16_B98BCC                     ;B98BCC;2a0,Hello.
B9,DATA16_B98BDA,B98BDA,1,src/code_banks/bank_83.asm:4019: dl DATA16_B98BDA                     ;B98BDA;2a1,I'll give it to you. I'm notsure if it tastes good or   not.
B9,DATA16_B98C54,B98C54,1,src/code_banks/bank_83.asm:4020: dl DATA16_B98C54                     ;B98C54;2a2,You want medicine just in   case?
B9,DATA16_B98C98,B98C98,1,src/code_banks/bank_83.asm:4021: dl DATA16_B98C98                     ;B98C98;2a3,My dad is so rude. He lookedat my cake carefully before he ate it.
B9,DATA16_B98D1E,B98D1E,1,src/code_banks/bank_83.asm:4022: dl DATA16_B98D1E                     ;B98D1E;2a4,Here it is. It's a special  herb cake.
B9,DATA16_B98D6C,B98D6C,1,src/code_banks/bank_83.asm:4023: dl DATA16_B98D6C                     ;B98D6C;2a5,It doesn't look very good   but isn't it delicious?
B9,DATA16_B98DD4,B98DD4,1,src/code_banks/bank_83.asm:4024: dl DATA16_B98DD4                     ;B98DD4;2a6,My mom is wandering around  with a baked cake in her    hands since this morning.
B9,DATA16_B98E78,B98E78,1,src/code_banks/bank_83.asm:4025: dl DATA16_B98E78                     ;B98E78;2a7,I used plenty of milk and   eggs.
B9,DATA16_B98EBC,B98EBC,1,src/code_banks/bank_83.asm:4026: dl DATA16_B98EBC                     ;B98EBC;2a8,I have confidence in making sweets.
B9,DATA16_B98F04,B98F04,1,src/code_banks/bank_83.asm:4027: dl DATA16_B98F04                     ;B98F04;2a9,Hey:you probably think I'm  a monkey or something:      right? / .........That's OK with me  though.
B9,DATA16_B98FCA,B98FCA,1,src/code_banks/bank_83.asm:4028: dl DATA16_B98FCA                     ;B98FCA;2aa,This is a cake fulled with  berries.
B9,DATA16_B99014,B99014,1,src/code_banks/bank_83.asm:4029: dl DATA16_B99014                     ;B99014;2ab,I hope you like it.
B9,DATA16_B9903C,B9903C,1,src/code_banks/bank_83.asm:4030: dl DATA16_B9903C                     ;B9903C;2ac,Now it's the Star Night     Festival tomorrow. It'll be nice with the clear blue / sky so you'll see the       beautiful star at night.
B9,DATA16_B99148,B99148,1,src/code_banks/bank_83.asm:4031: dl DATA16_B99148                     ;B99148;2ad,On the Star Night Festival  you are supposed to pray forthe night when / you can see the most        beautiful stars of the year.
B9,DATA16_B99248,B99248,1,src/code_banks/bank_83.asm:4032: dl DATA16_B99248                     ;B99248;2ae,Look at the sky. It'll be   really beautiful tomorrow   night.
B9,DATA16_B992C6,B992C6,1,src/code_banks/bank_83.asm:4033: dl DATA16_B992C6                     ;B992C6;2af,I'm going to play organ at  the church.
B9,DATA16_B99316,B99316,1,src/code_banks/bank_83.asm:4034: dl DATA16_B99316                     ;B99316;2b0,Tomorrow? Heh-heh:I'm going to a wonderful place.
B9,DATA16_B9937A,B9937A,1,src/code_banks/bank_83.asm:4035: dl DATA16_B9937A                     ;B9937A;2b1,Say:I'm going to the nearestplace to the stars.
B9,DATA16_B993DA,B993DA,1,src/code_banks/bank_83.asm:4036: dl DATA16_B993DA                     ;B993DA;2b2,We'll pray at the public    square. So romantic.
B9,DATA16_B9943C,B9943C,1,src/code_banks/bank_83.asm:4037: dl DATA16_B9943C                     ;B9943C;2b3,Let's have a ball tomorrow. I'm waiting for you.
B9,DATA16_B9949E,B9949E,1,src/code_banks/bank_83.asm:4038: dl DATA16_B9949E                     ;B9949E;2b4,It's the Star Night Festivaltomorrow. I'm going to the  place I always go.
B9,DATA16_B99534,B99534,1,src/code_banks/bank_83.asm:4039: dl DATA16_B99534                     ;B99534;2b5,"It's the Star Night Festivaltomorrow, I'm going to the  place I always go so / please come see me there."
B9,DATA16_B99602,B99602,1,src/code_banks/bank_83.asm:4040: dl DATA16_B99602                     ;B99602;2b6,"It's the Star Night Festivaltoday, Where should I go? /  Public square  Mountain top Church         Spa          Bar<CHOICE_OR_WAIT>f"
B9,DATA16_B996EA,B996EA,1,src/code_banks/bank_83.asm:4041: dl DATA16_B996EA                     ;B996EA;2b7,Well: ladies and gentlemen. Let's pray for the stars.
B9,DATA16_B99756,B99756,1,src/code_banks/bank_83.asm:4042: dl DATA16_B99756                     ;B99756;2b8,The light of the stars we   are seeing now is that of   millions of years ago. / It's mysterious when I thinkof it.
B9,DATA16_B9983A,B9983A,1,src/code_banks/bank_83.asm:4043: dl DATA16_B9983A                     ;B9983A;2b9,...May my business get      better.
B9,DATA16_B99882,B99882,1,src/code_banks/bank_83.asm:4044: dl DATA16_B99882                     ;B99882;2ba,Do you want me to read your horoscope? /  Sure                        No thanks<CHOICE_OR_WAIT>c
B9,DATA16_B99920,B99920,1,src/code_banks/bank_83.asm:4045: dl DATA16_B99920                     ;B99920;2bb,"The girl who gets along wellwith you is no one but      <CTRL_FFFD>fw,"
B9,DATA16_B9999A,B9999A,1,src/code_banks/bank_83.asm:4046: dl DATA16_B9999A                     ;B9999A;2bc,Really? Don't you want to   know?
B9,DATA16_B999DE,B999DE,1,src/code_banks/bank_83.asm:4047: dl DATA16_B999DE                     ;B999DE;2bd,When I close my eyes: I feellike I'm floating in the    night sky.
B9,DATA16_B99A64,B99A64,1,src/code_banks/bank_83.asm:4048: dl DATA16_B99A64                     ;B99A64;2be,What did I pray for?        Everybody's good health.    ....And.. It's a secret.
B9,DATA16_B99B06,B99B06,1,src/code_banks/bank_83.asm:4049: dl DATA16_B99B06                     ;B99B06;2bf,The stars are shinning all  the time. You just can't seethem because of those / lights and stuff on the     earth. And same as the      stars:the truth and love / always exist. You
B9,DATA16_B99CA4,B99CA4,1,src/code_banks/bank_83.asm:4050: dl DATA16_B99CA4                     ;B99CA4;2c0,It sometimes won't work evenif we are so much in love:  will it? / In that case: all you have  to do is pray: I guess.
B9,DATA16_B99D8E,B99D8E,1,src/code_banks/bank_83.asm:4051: dl DATA16_B99D8E                     ;B99D8E;2c1,...I feel sleepy now.
B9,DATA16_B99DBA,B99DBA,1,src/code_banks/bank_83.asm:4052: dl DATA16_B99DBA                     ;B99DBA;2c2,Zzzzzzz.....
B9,DATA16_B99DD4,B99DD4,1,src/code_banks/bank_83.asm:4053: dl DATA16_B99DD4                     ;B99DD4;2c3,I think I'll have a good    dream tonight.
B9,DATA16_B99E2A,B99E2A,1,src/code_banks/bank_83.asm:4054: dl DATA16_B99E2A                     ;B99E2A;2c4,Good evening. ....Umm:I wishwe could also spend some    time together nextyear.
B9,DATA16_B99ECA,B99ECA,1,src/code_banks/bank_83.asm:4055: dl DATA16_B99ECA                     ;B99ECA;2c5,"Let's sing a song.          Enjoy yourselves,"
B9,DATA16_B99F26,B99F26,1,src/code_banks/bank_83.asm:4056: dl DATA16_B99F26                     ;B99F26;2c6,"Now:you sing something,"
B9,DATA16_B99F56,B99F56,1,src/code_banks/bank_83.asm:4057: dl DATA16_B99F56                     ;B99F56;2c7,I happened to be here       tonight...well..it's        coincident...and she / happens to be here too.
B9,DATA16_B9A020,B9A020,1,src/code_banks/bank_83.asm:4058: dl DATA16_B9A020                     ;B9A020;2c8,Ah:good evening. Nina?      She always goes somewhere   alone. / I wonder where she's been?
B9,DATA16_B9A0D4,B9A0D4,1,src/code_banks/bank_83.asm:4059: dl DATA16_B9A0D4                     ;B9A0D4;2c9,"Cheers for the beautiful skyin the night,"
B9,DATA16_B9A128,B9A128,1,src/code_banks/bank_83.asm:4060: dl DATA16_B9A128                     ;B9A128;2ca,"Hi, Are you having fun?     cheers for the fate of the  star of having met you,"
B9,DATA16_B9A1C8,B9A1C8,1,src/code_banks/bank_83.asm:4061: dl DATA16_B9A1C8                     ;B9A1C8;2cb,Did you see it? I see a     shooting star every year.   Don't tell anybody about / this place. It's a secret   between us. OK?
B9,DATA16_B9A2C2,B9A2C2,1,src/code_banks/bank_83.asm:4062: dl DATA16_B9A2C2                     ;B9A2C2;2cc,Did you make a wish? Nina   wished... ..titter..        it's a secret.
B9,DATA16_B9A350,B9A350,1,src/code_banks/bank_83.asm:4063: dl DATA16_B9A350                     ;B9A350;2cd,I take a hot spring bath:   watching stars like this.   It's just like paradise: / isn't it?
B9,DATA16_B9A406,B9A406,1,src/code_banks/bank_83.asm:4064: dl DATA16_B9A406                     ;B9A406;2ce,May everybody live happily. Now let's pray together.
B9,DATA16_B9A470,B9A470,1,src/code_banks/bank_83.asm:4065: dl DATA16_B9A470                     ;B9A470;2cf,Have you prayed already?    Also it's important to      choose a goal at the / beginning of the year.
B9,DATA16_B9A538,B9A538,1,src/code_banks/bank_83.asm:4066: dl DATA16_B9A538                     ;B9A538;2d0,May the earth give us gifts this year too.
B9,DATA16_B9A58E,B9A58E,1,src/code_banks/bank_83.asm:4067: dl DATA16_B9A58E                     ;B9A58E;2d1,This...this year: I'll tell her...
B9,DATA16_B9A5D4,B9A5D4,1,src/code_banks/bank_83.asm:4068: dl DATA16_B9A5D4                     ;B9A5D4;2d2,May my business go well thisyear too.
B9,DATA16_B9A620,B9A620,1,src/code_banks/bank_83.asm:4069: dl DATA16_B9A620                     ;B9A620;2d3,Alright: I'm telling your   fortune. /  Yes                         No<CHOICE_OR_WAIT>c
B9,DATA16_B9A6AC,B9A6AC,1,src/code_banks/bank_83.asm:4070: dl DATA16_B9A6AC                     ;B9A6AC;2d4,Pick up any card you like. /  Top                         Middle                      Bottom<CHOICE_OR_WAIT>d
B9,DATA16_B9A764,B9A764,1,src/code_banks/bank_83.asm:4071: dl DATA16_B9A764                     ;B9A764;2d5,"""Excellent luck""            Great harvest,              Everything goes well,"
B9,DATA16_B9A800,B9A800,1,src/code_banks/bank_83.asm:4072: dl DATA16_B9A800                     ;B9A800;2d6,"""Luck"" Fair harvest.        The person you are waiting  for will come."
B9,DATA16_B9A88E,B9A88E,1,src/code_banks/bank_83.asm:4073: dl DATA16_B9A88E                     ;B9A88E;2d7,"""Misfortune""                Nothing will turn out good."
B9,DATA16_B9A8FE,B9A8FE,1,src/code_banks/bank_83.asm:4074: dl DATA16_B9A8FE                     ;B9A8FE;2d8,I see. I'd better develop myway by myself.
B9,DATA16_B9A954,B9A954,1,src/code_banks/bank_83.asm:4075: dl DATA16_B9A954                     ;B9A954;2d9,Whmmm:it's going to be good this year.
B9,DATA16_B9A9A2,B9A9A2,1,src/code_banks/bank_83.asm:4076: dl DATA16_B9A9A2                     ;B9A9A2;2da,May this year be a good yearfor you.
B9,DATA16_B9A9EC,B9A9EC,1,src/code_banks/bank_83.asm:4077: dl DATA16_B9A9EC                     ;B9A9EC;2db,We should see the first     sunrise at the beginning of the year.
B9,DATA16_B9AA70,B9AA70,1,src/code_banks/bank_83.asm:4078: dl DATA16_B9AA70                     ;B9AA70;2dc,well:do your best.
B9,DATA16_B9AA96,B9AA96,1,src/code_banks/bank_83.asm:4079: dl DATA16_B9AA96                     ;B9AA96;2dd,"Now:the annual egg searchinggame in autumn,             The rule is simple. / The first person that finds the same colored egg as the one I show wins the game. / May I begin now? /"
B9,DATA16_B9AC36,B9AC36,1,src/code_banks/bank_83.asm:4080: dl DATA16_B9AC36                     ;B9AC36;2de,"Here we go, First one is    this,"
B9,DATA16_B9AC7A,B9AC7A,1,src/code_banks/bank_83.asm:4081: dl DATA16_B9AC7A                     ;B9AC7A;2df,"Come on, Hurry up, The time is running out."
B9,DATA16_B9ACD2,B9ACD2,1,src/code_banks/bank_83.asm:4082: dl DATA16_B9ACD2                     ;B9ACD2;2e0,I won't be beaten by those  young kids.
B9,DATA16_B9AD22,B9AD22,1,src/code_banks/bank_83.asm:4083: dl DATA16_B9AD22                     ;B9AD22;2e1,Is the prize juice?
B9,DATA16_B9AD4A,B9AD4A,1,src/code_banks/bank_83.asm:4084: dl DATA16_B9AD4A                     ;B9AD4A;2e2,They say the winner will getthe great prize.
B9,DATA16_B9ADA4,B9ADA4,1,src/code_banks/bank_83.asm:4085: dl DATA16_B9ADA4                     ;B9ADA4;2e3,Little kids need handicap.
B9,DATA16_B9ADDA,B9ADDA,1,src/code_banks/bank_83.asm:4086: dl DATA16_B9ADDA                     ;B9ADDA;2e4,Alright:I'll try to win     this year.
B9,DATA16_B9AE28,B9AE28,1,src/code_banks/bank_83.asm:4087: dl DATA16_B9AE28                     ;B9AE28;2e5,I hear the prize is a seed  of the rare flower.
B9,DATA16_B9AE88,B9AE88,1,src/code_banks/bank_83.asm:4088: dl DATA16_B9AE88                     ;B9AE88;2e6,If <CTRL_FFFD>ex were here:he would  find it very quickly.
B9,DATA16_B9AEEA,B9AEEA,1,src/code_banks/bank_83.asm:4089: dl DATA16_B9AEEA                     ;B9AEEA;2e7,"Yes:that's the same color.  You get <CTRL_B3> point. Next is    this one,"
B9,DATA16_B9AF6E,B9AF6E,1,src/code_banks/bank_83.asm:4090: dl DATA16_B9AF6E                     ;B9AF6E;2e8,OK:the game is over. I'm    announcing the winner.      Everybody:come here:please.
B9,DATA16_B9B016,B9B016,1,src/code_banks/bank_83.asm:4091: dl DATA16_B9B016                     ;B9B016;2e9,"Bingo, You are correct.     Next is this one,"
B9,DATA16_B9B072,B9B072,1,src/code_banks/bank_83.asm:4092: dl DATA16_B9B072                     ;B9B072;2ea,"The winner of this year's   Egg Festival is             Mr. <CTRL_FFFD>ey,"
B9,DATA16_B9B0F4,B9B0F4,1,src/code_banks/bank_83.asm:4093: dl DATA16_B9B0F4                     ;B9B0F4;2eb,"This year's prize is the    fodder for one whole month, I'll deliver it to / your ranch."
B9,DATA16_B9B1A2,B9B1A2,1,src/code_banks/bank_83.asm:4094: dl DATA16_B9B1A2                     ;B9B1A2;2ec,"Congratulations, I'll       deliver the prize to your   home."
B9,DATA16_B9B21E,B9B21E,1,src/code_banks/bank_83.asm:4095: dl DATA16_B9B21E                     ;B9B21E;2ed,"Now:everybody:let's do our  best this year too,"
B9,DATA16_B9B27E,B9B27E,1,src/code_banks/bank_83.asm:4096: dl DATA16_B9B27E                     ;B9B27E;2ee,How humiliating you are:    young men.
B9,DATA16_B9B2CC,B9B2CC,1,src/code_banks/bank_83.asm:4097: dl DATA16_B9B2CC                     ;B9B2CC;2ef,Phew: I just couldn't do it like I usually do.
B9,DATA16_B9B32A,B9B32A,1,src/code_banks/bank_83.asm:4098: dl DATA16_B9B32A                     ;B9B32A;2f0,Hic...shouldn't have come   here.
B9,DATA16_B9B36E,B9B36E,1,src/code_banks/bank_83.asm:4099: dl DATA16_B9B36E                     ;B9B36E;2f1,Puff-puff.
B9,DATA16_B9B384,B9B384,1,src/code_banks/bank_83.asm:4100: dl DATA16_B9B384                     ;B9B384;2f2,Puff-puff...don't...speak...to me...please?
