bank,label,snes_addr,pc_offset,usa_word_count,br_word_count,changed,usa_text,br_text
B8,DATA16_B8C914,B8C914,0x1C4914,66,66,True,I wonder if men are not veryinterested in this kind of  festival?,Imagino se homens não são   muito interessados nesses   festivais
B8,DATA16_B8C998,B8C998,0x1C4998,48,48,True,It's good to be merry at a  festival sometimes.,É bom estar alegre em um    festival as vezes.
B8,DATA16_B8C9F8,B8C9F8,0x1C49F8,55,55,True,Heh-heh:I could get relaxed with the smell of flowers.,Heh-heh:Eu poderia relaxar  com o cheiro das flores.
B8,DATA16_B8CA66,B8CA66,0x1C4A66,118,118,True,"God's got a little sense of humor.If it's supposed to   cheer people up:
wine would be much better.  Don't you think?","Deus tem um pequeno senso dehumor. Se deveria alegrar   as pessoas:
vinho seria muito melhor.   Você não acha?"
B8,DATA16_B8CB52,B8CB52,0x1C4B52,84,84,True,What? You say I'm much      prettier than flowers?      You didn't say so? ...What?,O que? Você disse que eu soumuito mais linda que flores?Você não disse?...O que?
B8,DATA16_B8CBFA,B8CBFA,0x1C4BFA,54,54,True,You:I won't forgive you if  you pick up another girl.,Você: não vou te perdoar se você pegar outra garota.
B8,DATA16_B8CC66,B8CC66,0x1C4C66,151,151,True,"Can we start dancing now?   If you haven't done all the thing you wanted to do:
hurry up and do it right    now.
 Let's dance                 Hold on<CHOICE_OR_WAIT>c","Podemos começar a dançar    agora? Se você não fez tudo o que queria: vá em
Frente e faça agora.
 Vamos dançar                Espere <CHOICE_OR_WAIT>c"
B8,DATA16_B8CD94,B8CD94,0x1C4D94,26,26,True,Now pick up your partner.,Agora pegue o seu par.
B8,DATA16_B8CDC8,B8CDC8,0x1C4DC8,38,38,True,If you have some more to do:hurry up.,Se tem algo mais a fazer: seapresse.
B8,DATA16_B8CE14,B8CE14,0x1C4E14,211,211,True,"Now here comes this year's  harvest festival. Ladies andgentlemen:have you decided
what to take to the         festival? The festival is   held at the public
square tomorrow. It ends at <CTRL_B5>:<CTRL_B2><CTRL_B2>pm so don't be late.","Agora vem o festival anual  da colheita. Damas e        cavalheiros: já decidiram
o que levar ao festival?    O festival vai acontecer na praça pública
amanhã. Ele acaba às <CTRL_B5>:<CTRL_B2><CTRL_B2> datarde então não atrasem."
B8,DATA16_B8CFBA,B8CFBA,0x1C4FBA,38,38,True,It's the Harvest Festival   tomorrow.,É o Festival da Colheita    amanhã.
B8,DATA16_B8D006,B8D006,0x1C5006,105,105,True,"Have you decided what to    take to the festival? I wantto complete my machine
and present it in public.","Você já decidiu o que levar ao festival? Eu quero       completar minha
máquina e apresenta-la."
B8,DATA16_B8D0D8,B8D0D8,0x1C50D8,57,57,True,Well:what's good?I wonder ifherbs or spices will be  OK.,Bem: o que é bom? Imagino seervas ou pimentas serão OK.
B8,DATA16_B8D14A,B8D14A,0x1C514A,76,76,True,I will take something very  delicious tomorrow so pleaselook forward to it.,Vou levar algo muito        delicioso amanhã então dê   uma olhada depois.
B8,DATA16_B8D1E2,B8D1E2,0x1C51E2,79,79,True,It's Harvest Festival       tomorrow. I love singing anddancing.It's exciting.,É o Festival da Colheita    amanhã. Adoro cantar e      dançar. É excitante.
B8,DATA16_B8D280,B8D280,0x1C5280,86,86,True,"We'll have the harvest      festival tomorrow: right?   Autumn has already been
here.","Teremos o festival da       colheita amanhã: certo? O   outono já esteve
aqui."
B8,DATA16_B8D32C,B8D32C,0x1C532C,65,65,True,The harvest Festival is for celebrating the year's      harvest.,O Festival da Colheita      celebra a nossa colheita    anual.
B8,DATA16_B8D3AE,B8D3AE,0x1C53AE,56,56,True,Please bring foods to eat   for the great harvest stew.,Traga comida para o grande  cozimento da colheita.
B8,DATA16_B8D41E,B8D41E,0x1C541E,228,228,True,"The Harvest Festival is     tomorrow.I'll stop work     earlier and come to the
public square at <CTRL_B5>:<CTRL_B2><CTRL_B2>pm.    If you have is livestock:   you should feed them
before.. And I'll bring     something to put in the     stew.Good bye.","O Festival da Colheita é    amanhã. Vou parar de        trabalhar mais cedo e
vou até a praça às <CTRL_B5>:<CTRL_B2><CTRL_B2> da  tarde. Se tiver animais vocêdeve alimentá-los
antes. E trarei alguma coisapara colocar no caldeirão. Até mais."
B8,DATA16_B8D5E6,B8D5E6,0x1C55E6,53,53,True,Welcome.Put what you        brought in the stew now.,Bem vindo. Coloque o que    trouxe no caldeirão.
B8,DATA16_B8D650,B8D650,0x1C5650,47,47,True,Oh no:you didn't bring     anything.  Alright.,Oh não: você não trouxe     nada. Certo.
B8,DATA16_B8D6AE,B8D6AE,0x1C56AE,26,26,True,Now:wait until it's done.,Agora espere até cozinhar
B8,DATA16_B8D6E2,B8D6E2,0x1C56E2,51,51,True,It's your stew.             Eat it with gratitude.,É seu cozido.               Coma com gratidão.
B8,DATA16_B8D748,B8D748,0x1C5748,41,41,True,Mine was flowers.It was     fairly good.,O meu eram flores. Foi muitobom.
B8,DATA16_B8D79A,B8D79A,0x1C579A,162,162,True,"It was delicious.You know:  I don't have a wife.        No: I'm not saying Ann's
dishes are bad. In fact:    they taste pretty good      once you get used to it.","Estava delicioso.Você sabe: Eu não tenho uma esposa.    Não: não digo que os
pratos de Ann sejam ruins.  Na verdade são muito bons   quando você se acostuma."
B8,DATA16_B8D8DE,B8D8DE,0x1C58DE,164,164,True,"Are you cutting grass? You  can cut it by autumn so try to cut as much as you can.
Otherwise:you will panic if you don't have feed to give to the cows andchickens.","Está cortando grama? Você   pode cortá-la no outono: porisso corte o quanto puder.
Ou então: você entrará em   pânico se não tiver comida  para vacas e galinhas."
B8,DATA16_B8DA26,B8DA26,0x1C5A26,63,63,True,I'm <CTRL_B3><CTRL_B2><CTRL_B2>& happy only if I    could taste when I eat good stuff.,Estou <CTRL_B3><CTRL_B2><CTRL_B2>& feliz só se possoapreciar quando como coisas boas.
B8,DATA16_B8DAA4,B8DAA4,0x1C5AA4,13,13,True,"I'm stuffed,","Estou cheio,"
B8,DATA16_B8DABE,B8DABE,0x1C5ABE,177,177,True,"Good-day:today, Here are    some famous dumpling from   the North,
Do you want some,           It's <CTRL_B5><CTRL_B2><CTRL_B2>G.
 Buy                         Don't Buy                    Money <CTRL_FFFC>ht<CTRL_B2>G<CHOICE_OR_WAIT>c","Bom dia, Aqui estão alguns  famosos ous dumpling from   do norte,
Quer alguns?                São <CTRL_B5><CTRL_B2><CTRL_B2>G.
 Comprar                     Não comprar                  Grana <CTRL_FFFC>ht<CTRL_B2>G<CHOICE_OR_WAIT>c"
B8,DATA16_B8DC20,B8DC20,0x1C5C20,219,219,True,"Good-day:today,             Here are some rice balls    made from <CTRL_B3><CTRL_B2><CTRL_B2>& Starshine
rice. They are fresh and    warm. Do you want some?     It's <CTRL_B4><CTRL_B2><CTRL_B2>G.
 Buy                         Don't buy                    Money <CTRL_FFFC>hu<CTRL_B2>G<CHOICE_OR_WAIT>c","Bom dia, Aqui estão alguns  bolinhos de arroz feitos de <CTRL_B3><CTRL_B2><CTRL_B2>& arroz das estrelas
Estão frescos e quentinhos. Você quer alguns? Custam    <CTRL_B4><CTRL_B2><CTRL_B2>G.
 Comprar                     Não comprar                  Grana <CTRL_FFFC>hu<CTRL_B2>G<CHOICE_OR_WAIT>c"
B8,DATA16_B8DDD6,B8DDD6,0x1C5DD6,42,42,True,Thank you. Be careful not toget addicted.,Obrigado. Cuidado para não  se viciar.
B8,DATA16_B8DE2A,B8DE2A,0x1C5E2A,53,53,True,Don't say no. Just one bite:it makes you <CTRL_B3><CTRL_B2><CTRL_B2>& happy.,Não diga não. Só uma mordidate deixa <CTRL_B3><CTRL_B2><CTRL_B2>& feliz.
B8,DATA16_B8DE94,B8DE94,0x1C5E94,81,81,True,I can't bring anything      this year. It's such hard   work to find rare seeds.,Não posso trazer nada esse  ano. É um trabalho duro     encontrar sementes raras
B8,DATA16_B8DF36,B8DF36,0x1C5F36,92,92,True,"The fruits of the Southern  Country taste good:but they smell strong and I don't
like that.","As frutas do Sul do País    são gostosas: mas têm cheiroforte e eu não gosto.
disso."
B8,DATA16_B8DFEE,B8DFEE,0x1C5FEE,29,29,True,I can't dance very well yet.,Ainda não danço muito bem.
B8,DATA16_B8E028,B8E028,0x1C6028,34,34,True,Dancing will start pretty   soon.,A dança começará logo.
B8,DATA16_B8E06C,B8E06C,0x1C606C,113,113,True,"Even if you don't believe inGod: it's good to keep      gratitude in your mind.
 Yes                         No<CHOICE_OR_WAIT>c","Mesmo que não acredite em   Deus: é bom manter gratidão na sua mente.
 <$0060><$0061>                          <$0062><$0063><CHOICE_OR_WAIT>c"
B8,DATA16_B8E14E,B8E14E,0x1C614E,66,66,True,Even if you don't believe inGod:it's good to be         grateful.,Mesmo que você não acredite em Deus: é bom ser          grato.
B8,DATA16_B8E1D2,B8E1D2,0x1C61D2,45,45,True,Yes:The Goddess of Land     exists for sure.,Sim: A Deusa da Terra existecom certeza.
B8,DATA16_B8E22C,B8E22C,0x1C622C,41,41,True,I thought it would be OK    this time...,Achei que seria OK dessa    vez...
B8,DATA16_B8E27E,B8E27E,0x1C627E,69,69,True,"Hey: please, Eat this,
 OK                          I don't want it<CHOICE_OR_WAIT>c","Ei: por favor, Coma,
 OK                          Eu não quero   <CHOICE_OR_WAIT>c"
B8,DATA16_B8E308,B8E308,0x1C6308,28,28,True,Thank you. You are so nice.,"Valeu,. Você é muito legal."
B8,DATA16_B8E340,B8E340,0x1C6340,6,6,True,"Waaa,","Aaaa,"
B8,DATA16_B8E34C,B8E34C,0x1C634C,86,86,True,"I made this pumpkin pie.    Do you want to try some?
 Yes                         No<CHOICE_OR_WAIT>c","Eu fiz essa torta de abóboraVocê quer experimentar?
 <$0060><$0061>                          <$0062><$0063><CHOICE_OR_WAIT>c"
B8,DATA16_B8E3F8,B8E3F8,0x1C63F8,47,47,True,This year's pumpkins are    sweet:aren't they?,As abóboras desse ano estão doces: não é?
B8,DATA16_B8E456,B8E456,0x1C6456,57,57,True,Oh yeah? This pumpkin pie   has received  praise though.,Mesmo? Essa torta de abóborarecebeu elogios.
B8,DATA16_B8E4C8,B8E4C8,0x1C64C8,102,102,True,"I give you a special        souvenir ""Clock"" for free.  You can find the time with
the select button.","Te darei um um ""Relógio""    como brinde especial grátis.Você pode saber as horas
com o botão select"
B8,DATA16_B8E594,B8E594,0x1C6594,90,90,True,"I think it's important to   thank the land and the sun  as well as celebrate
the harvest.","Eu acho que é importante    agradecer à terra e ao sol  assim como celebrar
a colheita."
B8,DATA16_B8E648,B8E648,0x1C6648,96,96,True,"Taraah: it's an Auto        Harvesting Machine, Switch  it on.
 Push                        No<CHOICE_OR_WAIT>c","Taraah: é uma Máquina de    Colheita Automática, Ligue- -a.
 Ligar                       <$0062><$0063><CHOICE_OR_WAIT>c"
B8,DATA16_B8E708,B8E708,0x1C6708,14,14,True,Sorry:failed.,Ela falhou...
B8,DATA16_B8E724,B8E724,0x1C6724,24,24,True,What are you afraid of?,Do que está com medo?
B8,DATA16_B8E754,B8E754,0x1C6754,24,24,True,...No:this isn't right.,...Não: não está certo.
B8,DATA16_B8E784,B8E784,0x1C6784,143,143,True,"Taste good:huh? It's called the fruit of the full-moon  plant.
It's moistured:soft:and     melts in the mouth like ice cream.It's my favorite.","É gostoso: hein? Essa é a   chamada fruta da lua-cheia.
É úmida: macia: e derrete naboca como sorvete. É a minhafruta favorita."
B8,DATA16_B8E8A2,B8E8A2,0x1C68A2,64,64,True,I'll pick it up the first   thing in the morning for    you....,Vou pegá-la como a primeira coisa na manhã para você....
B8,DATA16_B8E922,B8E922,0x1C6922,79,79,True,"This is a special meat pie Imade.Want a bite?
 Yes                         No<CHOICE_OR_WAIT>c","Eu fiz essa torta de carne. Quer uma mordida?
 <$0060><$0061>                          <$0062><$0063><CHOICE_OR_WAIT>c"
B8,DATA16_B8E9C0,B8E9C0,0x1C69C0,73,73,True,You make everything you eat seem delicious so it's worthcooking for you.,Qualquer coisa que você comeparece deliciosa. Compensa  eu cozinhar.
B8,DATA16_B8EA52,B8EA52,0x1C6A52,37,37,True,Alright. It's pretty good   though..,Certo. Mas é muito boa...
B8,DATA16_B8EA9C,B8EA9C,0x1C6A9C,124,124,True,"It's the berry juice I made last year. It's one of the  gifts from the earth.
Want to try?
 Yes                         No<CHOICE_OR_WAIT>c","É o suco de baga que eu fiz ano passado. É um dos       presentes da terra.
Você quer?
 <$0060><$0061>                          <$0062><$0063><CHOICE_OR_WAIT>c"
B8,DATA16_B8EB94,B8EB94,0x1C6B94,38,38,True,"If you think you are a man: drink up,","Se acha que é homem: beba,"
B8,DATA16_B8EBE0,B8EBE0,0x1C6BE0,27,27,True,It's really good though...,Mas é muito bom...
B8,DATA16_B8EC16,B8EC16,0x1C6C16,141,141,True,"....oof:sorry.I don't feel  good...no:no:no...          I have to eat it with
gratitude even if there's   something strange in it.    Right?","....oof:desculpe: eu não me sinto bem... não não não... Tenho que comer com
gratidão mesmo tendo algo   estranho nisso.             Certo?"
B8,DATA16_B8ED30,B8ED30,0x1C6D30,93,93,True,"Taraaa,Improved Auto        Harvesting Machine, Turn it on,
 OK                          No<CHOICE_OR_WAIT>c","Taraaa,Máquina de Colheita  Automática Melhorada, Ligue,
 OK                          <$0062><$0063><CHOICE_OR_WAIT>c"
B8,DATA16_B8EDEA,B8EDEA,0x1C6DEA,10,10,True,...Weird.,...gozado
B8,DATA16_B8EDFE,B8EDFE,0x1C6DFE,76,76,True,"....Ha-ha-ha-ha-ha,Yes:I hadjuice and now I can see     butterflies flying.","....Ha-ha-ha-ha-ha,Sim:bebi suco e agora vejo borboletasvoando por aí."
B8,DATA16_B8EE96,B8EE96,0x1C6E96,128,128,True,"It's the Star Night Festivaltomorrow. There are a coupleof places for it so you
should ask the townsfolk to decide where to go.","É o Festival da Noite       Estrelada amanhã. Há muitos lugares para isso:
Converse com o pessoal para decidir onde ir."
B8,DATA16_B8EF96,B8EF96,0x1C6F96,94,94,True,"It's the wild grape juice.  It's sweet and good. Want totry?
 Yes                         No<CHOICE_OR_WAIT>c","É o suco de uva silvestre.  É doce e bom. Quer um gole?
 <$0060><$0061>                          <$0062><$0063><CHOICE_OR_WAIT>c"
B8,DATA16_B8F052,B8F052,0x1C7052,35,35,True,"Cheers for gifts from the   earth,","Viva aos presentes da terra,"
B8,DATA16_B8F098,B8F098,0x1C7098,40,40,True,You are not very sociable:  aren't you?,Você não é muito social: é?
B8,DATA16_B8F0E8,B8F0E8,0x1C70E8,265,265,True,"It's the Flower Festival    tomorrow. I'll stop work    earlier and come to the
public square at <CTRL_B5>:<CTRL_B2><CTRL_B2>.      If you have livestock:you'd better feed them before
the festival.I'll definitelypick up the shipping goods  in the box
if you put them in it.      Good-bye.","É o Festival das Flores     amanhã. Vou parar de        trabalhar mais cedo e
irei à praça as <CTRL_B5> da tarde. Se você tem animais: melhor alimenta-los antes do
festival. Vou pegar tudo    da caixa de transporte se   você
colocar as coisas lá.       Até mais."
B8,DATA16_B8F2FA,B8F2FA,0x1C72FA,158,158,True,"This is information of an   event. We'll have the annualegg festival.
The weather is very good.   Ladies and gentlemen:you arecordially invited
to take part.","É a informação de um evento.Teremos o festival anual do ovo. O tempo
está muito bom. Damas e     cavalheiros: vocês estão    convidados a
Fazer parte."
B8,DATA16_B8F436,B8F436,0x1C7436,243,243,True,"It's Egg Festival tomorrow. I'll stop work earlier and  come to the public
square by <CTRL_B5>:<CTRL_B2><CTRL_B2>.If you have  livestock:you'd better feed them before the festival.
I'll definitely pick up the shipping goods in the box ifyou put them in it.
Good-bye.","É o Festival do Ovo amanhã. Vou para de trabalhar mais  cedo e irei à
Praça às <CTRL_B5> da tarde. Se vocêtiver animais: é melhor     alimenta-los antes.
Vou pegar as coisas da caixade transporte se você       coloca-las lá.
Até mais."
B8,DATA16_B8F61C,B8F61C,0x1C761C,93,93,True,"It's the kidney pie I'm     proud of.  Won't you try    it?
 Yes                         No<CHOICE_OR_WAIT>c","É a torta de rim de que     estou orgulhosa. Quer?
 <$0060><$0061>                          <$0062><$0063><CHOICE_OR_WAIT>c"
B8,DATA16_B8F6D6,B8F6D6,0x1C76D6,36,36,True,It's very nourishing        though.,Mas é muito nutritiva.
B8,DATA16_B8F71E,B8F71E,0x1C771E,105,105,True,"It's the <CTRL_B5> year old berry   juice.Smells good:huh?      Do you want it?
 Yes                         No<CHOICE_OR_WAIT>c","Esse suco de baga foi <CTRL_B5> anosenvelhecido. Não cheira bem?Quer provar?
 <$0060><$0061>                          <$0062><$0063><CHOICE_OR_WAIT>c"
B8,DATA16_B8F7F0,B8F7F0,0x1C77F0,35,35,True,It's my grandpa's favorite  juice.,É o suco favorito de meu    avô.
B8,DATA16_B8F836,B8F836,0x1C7836,36,36,True,"What? Can't you drink my    juice,?","O que? Não pode beber meu   suco,?"
B8,DATA16_B8F87E,B8F87E,0x1C787E,55,55,True,May we be able to have      pleasant moments for ever.,Que nós tenhamos momentos   agradáveis para sempre.
B8,DATA16_B8F8EC,B8F8EC,0x1C78EC,177,177,True,"This is it, Ultra Special   Auto harvesting Machine,,,  .....Hey:you don't seem to
trust me.Don't say a word:  just turn it on, On,
 Push                        I'd never push<CHOICE_OR_WAIT>c","É isso, Ultra Especial      Máquina Automática de       Colheita, .....Ei: não
confia em mim? Não diga nadaapenas ligue ela,
 Ligar                       Nem pensar    <CHOICE_OR_WAIT>c"
B8,DATA16_B8FA4E,B8FA4E,0x1C7A4E,36,36,True,It's not whether you like itor not.,Não é que você goste ou não.
B8,DATA16_B8FA96,B8FA96,0x1C7A96,79,79,True,"Fresh ingredients and       affection are necessary to  make dishes delicious,","Ingredientes frescos e      afeição são necessários parafazer pratos ótimos,"
B8,DATA16_B8FB34,B8FB34,0x1C7B34,95,95,True,"Tasty rice balls and        dumplings, Won't you try    some? They are all          delicious,","Deliciosos bolinhos de arroze bolinhos cozidos, Não querexperimentar? São todos de- liciosos,"
B8,DATA16_B8FBF2,B8FBF2,0x1C7BF2,17,17,True,"Congratulations,","Parabéns,"
B8,DATA16_B8FC14,B8FC14,0x1C7C14,41,41,True,You are going to have a babypretty soon.,Você vai ter um bebê muito  em breve.
B8,DATA16_B8FC66,B8FC66,0x1C7C66,51,51,True,Ho-ho:look at this baby.    It's a cute baby girl.,Ho-ho:veja esse bebê. É uma bela menina.
B8,DATA16_B8FCCC,B8FCCC,0x1C7CCC,61,61,True,Oh:I have my partner. You'd better try to find one for  you.,Oh:eu tenho meu par. Melhor você achar um pra você.
B8,DATA16_B8FD46,B8FD46,0x1C7D46,42,42,True,I...I want to dance with    someone else.,Eu... Quero dançar com outrapessoa.
B8,DATA16_B8FD9A,B8FD9A,0x1C7D9A,47,47,True,A young man should dance    with a young girl.,Um garoto deveria dançar    com uma garota.
B8,DATA16_B8FDF8,B8FDF8,0x1C7DF8,21,21,True,"Bring me more juice,","Me traga mais suco,"
B8,DATA16_B8FE22,B8FE22,0x1C7E22,18,18,True,Was it delicious?,Tava delicioso?
B8,DATA16_B8FE46,B8FE46,0x1C7E46,50,50,True,No:I want to dance with     someone else:not you.,Não: quero dançar com outra pessoa: não com você.
B8,DATA16_B8FEAA,B8FEAA,0x1C7EAA,35,35,True,"Yeah:I want to dance with   Maria,","Sim: quero dançar com Maria,"
B8,DATA16_B8FEF0,B8FEF0,0x1C7EF0,136,82,True,It's the New Year's festivaltomorrow. You should say thelast hello of this year.,É o festival de Ano Novo    amanhã. Você deve dizer o   último olá desse ano.
B9,DATA16_B98000,B98000,0x1C8000,82,82,True,It's just a dance but it    means more because you      choose your partner here.,É só uma dança mas significamais porque você escolhe o  seu parceiro aqui.
B9,DATA16_B980A4,B980A4,0x1C80A4,74,74,True,Who are you going to ask to dance? You are going to     ....no:forget it.,Pra quem você vai pedir pra dançar? Você vai            ....não: esquece.
B9,DATA16_B98138,B98138,0x1C8138,70,70,True,You can never cancel it. So choose carefully so you     won't regret.,Você nunca pode cancelar.   Escolha com cuidado pra não se arrepender
B9,DATA16_B981C4,B981C4,0x1C81C4,130,130,True,"It's the Thanksgiving       Festival tomorrow. Nice     smell of baking cakes fills
the whole town.             Dad:it'll be fun.","É o Festival da Gratidão    amanhã. O ótimo cheiro de   bolos preenche toda a
cidade. Papai: isso será    divertido."
B9,DATA16_B982C8,B982C8,0x1C82C8,210,210,True,"It's the Thanksgiving       Festival tomorrow. It's for all the husbands and
fathers who are always      working hard and women bake cakes for them to show
thanks. I suggest you to    come to town if possible.","É o Festival da Gratidão    amanhã. É para todos os     maridos e pais que
estão sempre trabalhando    duro e as mulheres fazem    bolos para eles para
mostrar gratidão. Venha pra cidade se possível."
B9,DATA16_B9846C,B9846C,0x1C846C,95,95,True,"because girls give cakes to people they like. If you    have time:
I suggest you come to town.","Porque moças dão bolos às   pessoas que elas gostam. Se tiver
tempo: venha para a cidade."
B9,DATA16_B9852A,B9852A,0x1C852A,40,40,True,I'm going to bed now.       Good night.,Estou indo pra cama agora.  Boa noite.
B9,DATA16_B9857A,B9857A,0x1C857A,109,109,True,"Heh-heh This is very        delicious, Want to try      some?
 Eat it                      I don't' want it<CHOICE_OR_WAIT>c","Heh-heh É muito delicioso,  Quer provar um pouco?
 Comer                       Não quero isso  <CHOICE_OR_WAIT>c"
B9,DATA16_B98654,B98654,0x1C8654,111,111,True,"It's Thanksgiving Festival  today. Here you are:        darling.
Thank you for working hard  for me every day.","É o Festival da Gratidão    hoje. Aqui está:            querido.
Obrigada por trabalhar duro pra mim todo dia."
B9,DATA16_B98732,B98732,0x1C8732,36,36,True,Please work well from       now on.,Trabalhe bem daqui pra      frente.
B9,DATA16_B9877A,B9877A,0x1C877A,11,11,True,Fidgety...,Incômodo..
B9,DATA16_B98790,B98790,0x1C8790,21,21,False,Thump:thump:thump...,Thump:thump:thump...
B9,DATA16_B987BA,B987BA,0x1C87BA,121,121,True,"Yes:Ellen is a good cook andtakes good care of the      livestock.
She is a nice and steady    girl. Don't you think so?","Sim:Ellen é boa cozinheira etoma conta dos animais. Ela é uma
Ótima garota com toda       certeza. Você não acha?"
B9,DATA16_B988AC,B988AC,0x1C88AC,65,65,True,I love my wife's cake but mydaughter's makes me so much happier.,"Adoro o bolo da minha esposamas o da minha filha é      melhor,"
B9,DATA16_B9892E,B9892E,0x1C892E,27,27,True,I scorched the cake again.,Eu destruí o bolo de novo.
B9,DATA16_B98964,B98964,0x1C8964,18,18,True,What should I do?,O que devo fazer?
B9,DATA16_B98988,B98988,0x1C8988,51,51,True,Ann's hand-made cake...it   won't explode:will it?,Ann fez um bolo... não vai  explodir: vai?
B9,DATA16_B989EE,B989EE,0x1C89EE,40,40,True,I get a cake from Maria     every year.,Maria me faz um bolo todo   ano.
B9,DATA16_B98A3E,B98A3E,0x1C8A3E,35,35,True,"Yeah:I got a cake from      Maria,","Sim: eu consegui um bolo de Maria,"
B9,DATA16_B98A84,B98A84,0x1C8A84,79,79,True,"I'll be able to bake a      perfectly delicious cake    when I get older, Gee,","Vou poder fazer um bolo     perfeitamente delicioso     quando for mais velha,"
B9,DATA16_B98B22,B98B22,0x1C8B22,46,46,True,Hi:well...it's for you.I    hope you like it.,Oi: bem...é pra você. Eu    espero que goste.
B9,DATA16_B98B7E,B98B7E,0x1C8B7E,39,39,True,uumm:thank you for working  every day.,uumm:obrigada por trabalhar todo dia.
B9,DATA16_B98BCC,B98BCC,0x1C8BCC,7,7,True,Hello.,Olá.
B9,DATA16_B98BDA,B98BDA,0x1C8BDA,61,61,True,I'll give it to you. I'm notsure if it tastes good or   not.,Vou dar isso à você. Não    tenho certeza se é bom ou   não.
B9,DATA16_B98C54,B98C54,0x1C8C54,34,34,True,You want medicine just in   case?,Quer um remédio por precau- ção?
B9,DATA16_B98C98,B98C98,0x1C8C98,67,67,True,My dad is so rude. He lookedat my cake carefully before he ate it.,Meu pai é tão rude. Ele     analisou bem meu bolo antes de comer.
B9,DATA16_B98D1E,B98D1E,0x1C8D1E,39,39,True,Here it is. It's a special  herb cake.,Aqui está. Um bolo especial de ervas.
B9,DATA16_B98D6C,B98D6C,0x1C8D6C,52,52,True,It doesn't look very good   but isn't it delicious?,Não é muito bonito: mas é   delicioso: não?
B9,DATA16_B98DD4,B98DD4,0x1C8DD4,82,82,True,My mom is wandering around  with a baked cake in her    hands since this morning.,Minha mãe está andando por  aí com um bolo em suas mãos desde essa manhã.
B9,DATA16_B98E78,B98E78,0x1C8E78,34,34,True,I used plenty of milk and   eggs.,Eu usei muito leite e ovos.
B9,DATA16_B98EBC,B98EBC,0x1C8EBC,36,36,True,I have confidence in making sweets.,Eu tenho confiança em fazer doces.
B9,DATA16_B98F04,B98F04,0x1C8F04,99,99,True,"Hey:you probably think I'm  a monkey or something:      right?
.........That's OK with me  though.","Ei: você com certeza pensa  que eu sou tipo um macaco:  certo?
.........Mas está tudo OK   comigo."
B9,DATA16_B98FCA,B98FCA,0x1C8FCA,37,37,True,This is a cake fulled with  berries.,Esse é um bolo cheio de     bagas.
B9,DATA16_B99014,B99014,0x1C9014,20,20,True,I hope you like it.,Espero que goste.
B9,DATA16_B9903C,B9903C,0x1C903C,134,134,True,"Now it's the Star Night     Festival tomorrow. It'll be nice with the clear blue
sky so you'll see the       beautiful star at night.","É o Festival da Noite       Estrelada amanhã. Será ótimocom o céu azul e limpo.
Então você verá a Linda     noite estrelada."
B9,DATA16_B99148,B99148,0x1C9148,128,128,True,"On the Star Night Festival  you are supposed to pray forthe night when
you can see the most        beautiful stars of the year.","No Festival da Noite        Estrelada: você deve rezar  para a noite
Quando você pode ver as     mais belas estrelas do ano."
B9,DATA16_B99248,B99248,0x1C9248,63,63,True,Look at the sky. It'll be   really beautiful tomorrow   night.,Veja o céu. Será realmente  bonito na noite de amanhã.
B9,DATA16_B992C6,B992C6,0x1C92C6,40,40,True,I'm going to play organ at  the church.,Eu vou tocar órgão na       igreja.
B9,DATA16_B99316,B99316,0x1C9316,50,50,True,Tomorrow? Heh-heh:I'm going to a wonderful place.,Amanhã? Heh-heh: Eu vou paraum lugar maravilhoso.
B9,DATA16_B9937A,B9937A,0x1C937A,48,48,True,Say:I'm going to the nearestplace to the stars.,Diga: vou até o lugar mais  perto das estrelas.
B9,DATA16_B993DA,B993DA,0x1C93DA,49,49,True,We'll pray at the public    square. So romantic.,Vamos rezar na praça públicaÉ tão romântico.
B9,DATA16_B9943C,B9943C,0x1C943C,49,49,True,Let's have a ball tomorrow. I'm waiting for you.,Vamos ter um baile amanhã.  Estou esperando você
B9,DATA16_B9949E,B9949E,0x1C949E,75,75,True,It's the Star Night Festivaltomorrow. I'm going to the  place I always go.,É o Festival da Noite       Estrelada amanhã. Vou ao    lugar de sempre.
B9,DATA16_B99534,B99534,0x1C9534,103,103,True,"It's the Star Night Festivaltomorrow, I'm going to the  place I always go so
please come see me there.","É o Festival da Noite       Estrelada amanhã, Eu vou    pro lugar de sempre:
então vá me encontrar lá."
B9,DATA16_B99602,B99602,0x1C9602,116,116,True,"It's the Star Night Festivaltoday, Where should I go?
 Public square  Mountain top Church         Spa          Bar<CHOICE_OR_WAIT>f","Hoje é o Festival da Noite  Estrelada, Onde devo ir?
 Praça pública  Montanha     Igreja         Spa          Bar<CHOICE_OR_WAIT>f"
B9,DATA16_B996EA,B996EA,0x1C96EA,54,54,True,Well: ladies and gentlemen. Let's pray for the stars.,Bem: damas e cavalheiros. Vamos rezar às estrelas.
B9,DATA16_B99756,B99756,0x1C9756,114,114,True,"The light of the stars we   are seeing now is that of   millions of years ago.
It's mysterious when I thinkof it.","A luz das estrelas que      estamos vendo agora é a de  milhões de anos atrás.
É misterioso quando penso   nisso."
B9,DATA16_B9983A,B9983A,0x1C983A,36,36,True,...May my business get      better.,...Que meus negócios melho- rem.
