group,entry,target,cmd_index,cmd_addr,cmd_name,text_id,text_label,text_category,inferred_role,semantic_bucket,group_confidence_before_pass78,text_preview
$07,3,$B3DCD1,35,$B3DD66,StartTextBox,0176,Text_176_Dialog_YoureKidding,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,You're kidding...
$07,3,$B3DCD1,39,$B3DD7C,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$07,3,$B3DCD1,41,$B3DD83,StartTextBox,03B2,Text_3B2_Dialog_ThankLooksDelicious,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you. It looks delicious.
$07,3,$B3DCD1,47,$B3DDA5,StartTextBox,039B,Text_39B_Dialog_ColdOutsideHaveFireplaceInthe,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,It's cold outside:isn't it? I have a fireplace inthe back room so warm yourself.
$07,3,$B3DCD1,49,$B3DDAC,StartTextBox,01DE,Text_1DE_Dialog_FindAha,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,You can't find it...aha...
$07,3,$B3DCD1,51,$B3DDB3,StartTextBox,02B0,Text_2B0_Dialog_TomorrowHehHehGoingWonderful,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Tomorrow? Heh-heh:I'm going to a wonderful place.
$07,3,$B3DCD1,53,$B3DDBA,StartTextBox,03F9,Text_3F9_Romance_YearEndingDevelopCompleteGreat,Romance,romance_or_marriage_dialogue,family_romance_dialogue_matrix,high,.....this year is ending. I'll develop and complete a great machine next year.
$07,4,$B3DDC7,19,$B3DE1A,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$07,4,$B3DDC7,21,$B3DE21,StartTextBox,01C7,Text_1C7_Dialog_WhoPlayingJokeYoungMan,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Who are you playing a joke on:young man?
$07,4,$B3DDC7,25,$B3DE36,StartTextBox,0395,Text_395_Dialog_WorkingHardKnowFoodLazy,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Are you working hard? You know: No food for lazy workers: right?
$07,4,$B3DDC7,27,$B3DE3D,StartTextBox,01ED,Text_1ED_Romance_EllensBirdFlewAwayPretty,Romance,npc_ellen_romance_or_family,family_romance_dialogue_matrix,high,Ellen's bird flew away so she is pretty depressed.
$07,4,$B3DDC7,29,$B3DE44,StartTextBox,03EC,Text_3EC_Dialog_YearComingClose,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,This year is coming to a close.
$07,4,$B3DDC7,37,$B3DE68,StartTextBox,01C8,Text_1C8_Dialog_Come,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,"That's it, Come on,"
$07,4,$B3DDC7,39,$B3DE6F,StartTextBox,03BC,Text_3BC_Dialog_GiveMe,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,What? Do you give it to me?
$07,4,$B3DDC7,42,$B3DE7D,StartTextBox,0396,Text_396_Dialog_AhWorkingTooHardIsnot,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,"Ah: you, Working too hard isnot good for your health: you know."
$07,4,$B3DDC7,44,$B3DE84,StartTextBox,03FD,Text_3FD_Weather_LastJuiceDrinkSeeingSnow,Weather,weather_forecast_system,family_romance_dialogue_matrix,high,This is the last juice to drink seeing snow this year.Well:we can drink juice again seeing flow…
$07,4,$B3DDC7,52,$B3DEAE,StartTextBox,0440,Text_440_Weather_AhSorryButAnswerYouright,Weather,weather_forecast_system,family_romance_dialogue_matrix,high,Ah:........well:I.... sorry but I can't answer youright now.... I'm visiting the livestock deal…
$07,4,$B3DDC7,54,$B3DEB5,StartTextBox,017A,Text_17A_Dialog_AllTooSuddenKnow,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,It's all too sudden so I don't know what to do...
$07,4,$B3DDC7,57,$B3DEC4,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$07,4,$B3DDC7,59,$B3DECB,StartTextBox,03B3,Text_3B3_Dialog_ThankNowBakeCake,Dialog,family_romance_gift_context,family_romance_dialogue_matrix,high,Thank you. Now I can bake a cake with it.
$07,4,$B3DDC7,65,$B3DEED,StartTextBox,039D,Text_39D_Weather_HardShovelSnowButitFeels,Weather,weather_forecast_system,family_romance_dialogue_matrix,high,It's hard to shovel snow butit feels good to exercise inthe morning when it snows.
$07,4,$B3DDC7,67,$B3DEF4,StartTextBox,02B2,Text_2B2_Church_PrayPublicSquareRomantic,Church,event_dialogue_unknown_specific_owner,family_romance_dialogue_matrix,high,We'll pray at the public square. So romantic.
$07,4,$B3DDC7,69,$B3DEFB,StartTextBox,03FB,Text_3FB_Weather_SnowGaveUsHardTime,Weather,weather_forecast_system,family_romance_dialogue_matrix,high,Snow gave us a hard time butwill miss seeing the snow.
$07,4,$B3DDC7,72,$B3DF08,StartTextBox,01EE,Text_1EE_Dialog_Aha,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Aha...
$07,5,$B3DF0F,9,$B3DF31,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$07,5,$B3DF0F,11,$B3DF38,StartTextBox,01CA,Text_1CA_Romance_HaveGiveGirlLoveGirl,Romance,romance_or_marriage_dialogue,family_romance_dialogue_matrix,high,You have to give it to the girl you love: OK? To the girl you want to marry.
$07,5,$B3DF0F,18,$B3DF5F,StartTextBox,0398,Text_398_Dialog_DieWithoutMoneyMoneyNecessary,Dialog,money_context,family_romance_dialogue_matrix,high,You won't die without money.Money is not necessary to live a full life.
$07,5,$B3DF0F,20,$B3DF66,StartTextBox,01D1,Text_1D1_Mountain_MariaGoWenttoExactlyNortheast,Sign,npc_maria_romance_or_family,family_romance_dialogue_matrix,high,Where did Maria go? She wentto...exactly northeast. You see a pond there.
$07,5,$B3DF0F,23,$B3DF71,StartTextBox,01DD,Text_1DD_Weather_DirectionWhichWeatherCockWent,Weather,weather_context,family_romance_dialogue_matrix,high,The Direction in which the weather-cock went to? Somewhere you can keep away from the rain.And…
$07,5,$B3DF0F,26,$B3DF7C,StartTextBox,01E6,Text_1E6_Romance_MmmmGirlFellDownDark,Romance,romance_or_marriage_dialogue,family_romance_dialogue_matrix,high,Mmmm:a girl fell down in a dark: small place. Go get her right away before it's too late.
$07,5,$B3DF0F,29,$B3DF87,StartTextBox,01EF,Text_1EF_Sign_WhichDirectionBluebirdGoThink,Sign,event_dialogue_unknown_specific_owner,family_romance_dialogue_matrix,high,Which direction did the bluebird go? Well:I think I saw it flying up towards the mountain.
$07,5,$B3DF0F,36,$B3DFA5,StartTextBox,01CB,Text_1CB_Dialog_WowBlueFeatherShowMe,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,"Wow:the blue feather, Show it to me."
$07,5,$B3DF0F,38,$B3DFAC,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$07,5,$B3DF0F,41,$B3DFBA,StartTextBox,0399,Text_399_Weather_WeatherMakesMeFeelDepressed,Weather,weather_context,family_romance_dialogue_matrix,high,This weather makes me feel depressed. It's boring...I want to sleep in winter.
$07,5,$B3DF0F,43,$B3DFC1,StartTextBox,0324,Text_324_Animal_PlowFieldBeforeSpringBut,Animal,event_dialogue_unknown_specific_owner,family_romance_dialogue_matrix,high,You can plow the field before spring. But I hear it's a little damaged when it comes to spring.
$07,6,$B3DFCE,8,$B3DFEC,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$07,6,$B3DFCE,11,$B3DFF7,StartTextBox,01C9,Text_1C9_Dialog_GivingWrongPerson,Dialog,child_family_event,family_romance_dialogue_matrix,high,Hey: you are giving it to a wrong person.
$07,6,$B3DFCE,16,$B3E010,StartTextBox,005E,Text_05E_Weather_YoungBoyPutLivestockInside,Weather,weather_context,family_romance_dialogue_matrix,high,"Hey:young boy, Put your livestock inside the pen before the weather gets worse,"
$07,6,$B3DFCE,19,$B3E01B,StartTextBox,01F0,Text_1F0_Romance_EllenDependsLookAfter,Romance,npc_ellen_romance_or_family,family_romance_dialogue_matrix,high,Ellen depends on you: doesn't she? Look after her.
$07,6,$B3DFCE,22,$B3E026,StartTextBox,0146,Text_146_Animal_LongWinterFinallyOverAnimals,Animal,event_dialogue_unknown_specific_owner,family_romance_dialogue_matrix,high,Hey:the long winter is finally over. Animals looks so happy when springs comes too.
$07,7,$B3E037,9,$B3E059,StartTextBox,03BC,Text_3BC_Dialog_GiveMe,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,What? Do you give it to me?
$07,7,$B3E037,11,$B3E060,StartTextBox,01C8,Text_1C8_Dialog_Come,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,"That's it, Come on,"
$07,7,$B3E037,14,$B3E06E,StartTextBox,0150,Text_150_Weather_ToughWeatherGloomy,Weather,weather_context,family_romance_dialogue_matrix,high,Hey: it's tough when the weather is gloomy.
$07,7,$B3E037,16,$B3E075,StartTextBox,03F6,Text_3F6_Dialog_WasGoodYearTryBest,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,"Hello, Was it a good year for you? Try our best next year too."
$08,0,$B3E0DF,13,$B3E11A,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$08,0,$B3E0DF,15,$B3E121,StartTextBox,03B9,Text_3B9_Dialog_Trouble,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,I could be in trouble.
$08,0,$B3E0DF,17,$B3E128,StartTextBox,0401,Text_401_Dialog_ImportantHumanOvercomeDifficulties,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,It's important for a human to overcome difficulties.
$08,0,$B3E0DF,24,$B3E14C,StartTextBox,043D,Text_43D_Weather_ThankButAnsweryouRightNow,Weather,weather_forecast_system,family_romance_dialogue_matrix,high,Thank you but I can't answeryou right now. If it's sunny:I'll be waiting for you at the church…
$08,0,$B3E0DF,26,$B3E153,StartTextBox,0174,Text_174_Dialog_HaventThoughtAboutitYet,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Well:I haven't thought aboutit yet...
$08,0,$B3E0DF,28,$B3E15A,StartTextBox,016B,Text_16B_Dialog_WasSurprisedRanchAlright,Dialog,ranch_livestock_context,family_romance_dialogue_matrix,high,I was surprised.Is your ranch alright?
$08,0,$B3E0DF,36,$B3E18E,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$08,0,$B3E0DF,38,$B3E195,StartTextBox,0212,Text_212_Dialog_WowThanksLotMmmmSmells,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Wow:thanks a lot. Mmmm:it smells so good.
$08,0,$B3E0DF,41,$B3E1A2,StartTextBox,03B5,Text_3B5_Dialog_GladGivingMeNeatPresent,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,So glad. Are you giving me this neat present? Thank you.
$08,0,$B3E0DF,44,$B3E1AF,StartTextBox,03B2,Text_3B2_Dialog_ThankLooksDelicious,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you. It looks delicious.
$08,0,$B3E0DF,47,$B3E1BC,StartTextBox,01DA,Text_1DA_Dialog_LikeSmellMuch,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,I don't like this smell so much.
$08,1,$B3E1C9,9,$B3E1F0,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$08,1,$B3E1C9,11,$B3E1F7,StartTextBox,03B0,Text_3B0_Dialog_ThThank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,......Th-thank you.
$08,1,$B3E1C9,13,$B3E1FE,StartTextBox,0411,Text_411_Dialog_AllRightFeelEaseKnowing,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Are you all right? I feel ease knowing no one was hurt. But... that makes us feel the fear of t…
$08,1,$B3E1C9,19,$B3E21D,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$08,1,$B3E1C9,21,$B3E224,StartTextBox,03B8,Text_3B8_Dialog_Want,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,I don't want it.
$08,1,$B3E1C9,23,$B3E22B,StartTextBox,016D,Text_16D_Romance_SeemsChangesEverywhereCausedEarthquake,Romance,npc_eve_romance_or_family,family_romance_dialogue_matrix,high,It seems there are changes everywhere caused by the earthquake. We were just talking of going t…
$08,2,$B3E232,13,$B3E26D,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$08,2,$B3E232,15,$B3E274,StartTextBox,03B9,Text_3B9_Dialog_Trouble,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,I could be in trouble.
$08,2,$B3E232,17,$B3E27B,StartTextBox,016B,Text_16B_Dialog_WasSurprisedRanchAlright,Dialog,ranch_livestock_context,family_romance_dialogue_matrix,high,I was surprised.Is your ranch alright?
$08,2,$B3E232,25,$B3E2A2,StartTextBox,043F,Text_43F_Weather_UummmAnswerNowIfSunny,Weather,weather_forecast_system,family_romance_dialogue_matrix,high,........Uummm:well:I can't answer now. If it's sunny...will you come to the mountain on Sunday?…
$08,2,$B3E232,27,$B3E2A9,StartTextBox,0178,Text_178_Dialog_AfraidTooEarly,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,I'm afraid it's too early...
$08,2,$B3E232,35,$B3E2DD,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$08,2,$B3E232,37,$B3E2E4,StartTextBox,03B2,Text_3B2_Dialog_ThankLooksDelicious,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you. It looks delicious.
$08,2,$B3E232,40,$B3E2F1,StartTextBox,0212,Text_212_Dialog_WowThanksLotMmmmSmells,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Wow:thanks a lot. Mmmm:it smells so good.
$08,2,$B3E232,43,$B3E2FE,StartTextBox,03B1,Text_3B1_Dialog_PickUpHerbsWithoutThinking,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Don't pick up herbs without thinking what they are for.
$08,2,$B3E232,46,$B3E30B,StartTextBox,03BA,Text_3BA_Dialog_WhatIsThis,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,What is this?
$08,2,$B3E232,49,$B3E318,StartTextBox,0163,Text_163_Romance_GladEverybodyFine,Romance,npc_eve_romance_or_family,family_romance_dialogue_matrix,high,I'm glad everybody is fine.
$08,3,$B3E31F,12,$B3E353,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$08,3,$B3E31F,14,$B3E35A,StartTextBox,0049,Text_049_Dialog_Entry,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,....
$08,3,$B3E31F,16,$B3E361,StartTextBox,016F,Text_16F_Dialog_WasPrettySurprised,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Oh yes:I was pretty surprised.
$08,3,$B3E31F,25,$B3E38F,StartTextBox,043E,Text_43E_Weather_SoundsGoodButNowiSunny,Weather,weather_forecast_system,family_romance_dialogue_matrix,high,What? It sounds good but nowI can't... On sunny Saturdays: I'll be waiting for you in front of…
$08,3,$B3E31F,27,$B3E396,StartTextBox,0176,Text_176_Dialog_YoureKidding,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,You're kidding...
$08,3,$B3E31F,36,$B3E3D1,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$08,3,$B3E31F,38,$B3E3D8,StartTextBox,03B4,Text_3B4_Dialog_PlayingNastyTrickMe,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Are you playing a nasty trick on me?
$08,3,$B3E31F,41,$B3E3E5,StartTextBox,03B2,Text_3B2_Dialog_ThankLooksDelicious,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you. It looks delicious.
$08,3,$B3E31F,44,$B3E3F2,StartTextBox,0212,Text_212_Dialog_WowThanksLotMmmmSmells,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Wow:thanks a lot. Mmmm:it smells so good.
$08,3,$B3E31F,47,$B3E3FF,StartTextBox,03B4,Text_3B4_Dialog_PlayingNastyTrickMe,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Are you playing a nasty trick on me?
$08,3,$B3E31F,50,$B3E40C,StartTextBox,0169,Text_169_Dialog_EarthquakeNotice,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,What? An earthquake? I didn't notice it.
$08,4,$B3E413,20,$B3E46E,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$08,4,$B3E413,22,$B3E475,StartTextBox,03BB,Text_3BB_Dialog_TakeKindofStuff,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,What? I can't take this kindof stuff.
$08,4,$B3E413,24,$B3E47C,StartTextBox,0402,Text_402_Dialog_SuchHardTimeHadBut,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,"Such a hard time you had, But experience teaches you alot."
$08,4,$B3E413,29,$B3E493,StartTextBox,03BC,Text_3BC_Dialog_GiveMe,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,What? Do you give it to me?
$08,4,$B3E413,31,$B3E49A,StartTextBox,03C9,Text_3C9_Romance_LotThingsHappenWhileAlive,Romance,romance_or_marriage_dialogue,family_romance_dialogue_matrix,high,Oh well:a lot of things happen while you are alive. You just couldn't go through your life if y…
$08,4,$B3E413,32,$B3E49E,StartTextBox,0412,Text_412_Dialog_SurpriseUsSayingSomethingDecent,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Hey:why don't you surprise us by saying something decent.
$08,4,$B3E413,39,$B3E4C2,StartTextBox,0440,Text_440_Weather_AhSorryButAnswerYouright,Weather,weather_forecast_system,family_romance_dialogue_matrix,high,Ah:........well:I.... sorry but I can't answer youright now.... I'm visiting the livestock deal…
$08,4,$B3E413,41,$B3E4C9,StartTextBox,017A,Text_17A_Dialog_AllTooSuddenKnow,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,It's all too sudden so I don't know what to do...
$08,4,$B3E413,44,$B3E4D8,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$08,4,$B3E413,46,$B3E4DF,StartTextBox,03B0,Text_3B0_Dialog_ThThank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,......Th-thank you.
$08,4,$B3E413,48,$B3E4E6,StartTextBox,0165,Text_165_Dialog_WasAwfulOursAlright,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,That was awful. Yes: ours is alright.
$08,5,$B3E4ED,10,$B3E516,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$08,5,$B3E4ED,12,$B3E51D,StartTextBox,03BB,Text_3BB_Dialog_TakeKindofStuff,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,What? I can't take this kindof stuff.
$08,5,$B3E4ED,14,$B3E524,StartTextBox,0168,Text_168_Dialog_YoudBetterInspect,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,You'd better inspect here and there.
$08,5,$B3E4ED,21,$B3E54A,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$08,5,$B3E4ED,23,$B3E551,StartTextBox,03BA,Text_3BA_Dialog_WhatIsThis,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,What is this?
$08,5,$B3E4ED,25,$B3E558,StartTextBox,0413,Text_413_Dialog_WasTerrifiedWasMyFirst,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,I was terrified. It was my first earthquake.
$08,6,$B3E560,9,$B3E585,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$08,6,$B3E560,11,$B3E58C,StartTextBox,03BB,Text_3BB_Dialog_TakeKindofStuff,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,What? I can't take this kindof stuff.
$08,6,$B3E560,13,$B3E593,StartTextBox,016C,Text_16C_Weather_CowsSimpleKeepOutGround,Weather,livestock_cow_context,family_romance_dialogue_matrix,high,Cows are simple. So don't keep them out on the ground when it rains: snows: and a hurricane com…
$08,7,$B3E59A,9,$B3E5C1,StartTextBox,03BC,Text_3BC_Dialog_GiveMe,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,What? Do you give it to me?
$08,7,$B3E59A,11,$B3E5C8,StartTextBox,03BB,Text_3BB_Dialog_TakeKindofStuff,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,What? I can't take this kindof stuff.
$08,7,$B3E59A,13,$B3E5CF,StartTextBox,0414,Text_414_Dialog_SeeRockUpCollapsed,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Did you see the rock up there collapsed?
$08,7,$B3E59A,19,$B3E5EE,StartTextBox,03BC,Text_3BC_Dialog_GiveMe,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,What? Do you give it to me?
$08,7,$B3E59A,21,$B3E5F5,StartTextBox,03BB,Text_3BB_Dialog_TakeKindofStuff,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,What? I can't take this kindof stuff.
$08,7,$B3E59A,23,$B3E5FC,StartTextBox,0415,Text_415_Sign_HeardMysteriousSpringMountainRemember,Sign,event_dialogue_unknown_specific_owner,family_romance_dialogue_matrix,high,I've heard that there is a mysterious spring in this mountain. It is......I don't remember the…
$0B,8,$B3EE1A,17,$B3EE55,StartTextBox,012B,Text_12B_Mountain_AnglerLivePerfectFreedomBetter,Sign,event_dialogue_unknown_specific_owner,mixed_event_script,medium,I'm an angler. I live in perfect freedom. You' better forget your work and spend some quiet tim…
$0B,8,$B3EE1A,19,$B3EE5C,StartTextBox,012C,Text_12C_Mountain_PrepareFishingRodNextTime,Sign,event_dialogue_unknown_specific_owner,mixed_event_script,medium,I'll prepare a fishing rod for you next time.
$0B,9,$B3EE1A,17,$B3EE55,StartTextBox,012B,Text_12B_Mountain_AnglerLivePerfectFreedomBetter,Sign,event_dialogue_unknown_specific_owner,mixed_event_script,medium,I'm an angler. I live in perfect freedom. You' better forget your work and spend some quiet tim…
$0B,9,$B3EE1A,19,$B3EE5C,StartTextBox,012C,Text_12C_Mountain_PrepareFishingRodNextTime,Sign,event_dialogue_unknown_specific_owner,mixed_event_script,medium,I'll prepare a fishing rod for you next time.
$0B,10,$B3EEEA,7,$B3EF03,StartTextBox,012A,Text_12A_Dialog_NowExtensionCampaignIfEnlargeyour,Dialog,house_upgrade_or_family_context,mixed_event_script,medium,Now it's an extension campaign. If you can enlargeyour house by the end of summer: you will get…
$15,0,$B48C45,20,$B48C80,StartTextBoxCopy,0327,Text_327_Manual_RanchUseSickleTheshedHows,Manual,ranch_livestock_context,mixed_event_script,medium,Hey:are you from the ranch? Do you use the sickle in theshed? How's it working? Very good Don't…
$15,0,$B48C45,24,$B48C8F,StartTextBox,0328,Text_328_Dialog_WowMadeHappyMakeBetter,Dialog,npc_or_event_dialogue,mixed_event_script,medium,"Wow, I made it.I'm so happy.I'll make it better. Look forward to it."
$15,0,$B48C45,37,$B48CC9,StartTextBox,0329,Text_329_Dialog_UseMadeAllMyEnergy,Dialog,npc_or_event_dialogue,mixed_event_script,medium,"Really? Don't you use it? I made it with all my energy,"
$15,0,$B48C45,42,$B48CDD,StartTextBox,032A,Text_32A_Dialog_ByeBye,Dialog,npc_or_event_dialogue,mixed_event_script,medium,Bye-Bye.
$15,0,$B48C45,55,$B48D11,StartTextBox,0325,Text_325_Dialog_HasRanchBecomeLively,Dialog,ranch_livestock_context,mixed_event_script,medium,How do you do? Has your ranch become lively?
$15,0,$B48C45,57,$B48D18,StartTextBox,032A,Text_32A_Dialog_ByeBye,Dialog,npc_or_event_dialogue,mixed_event_script,medium,Bye-Bye.
$15,0,$B48C45,62,$B48D2D,StartTextBox,0326,Text_326_Dialog_GoOut,Dialog,npc_or_event_dialogue,mixed_event_script,medium,You can go out from here.
$24,0,$B4A475,15,$B4A4BE,StartTextBox,0272,Text_272_Animal_FlowerFestivalTomorrowStopWork,Animal,festival_event;weather_context,mixed_event_script,medium,It's the Flower Festival tomorrow. I'll stop work earlier and come to the public square at <CTR…
$24,0,$B4A475,17,$B4A4C5,StartTextBox,0240,Text_240_Animal_HarvestFestivalTomorrowStopWork,Animal,festival_event;festival_or_title_context;weather_context,mixed_event_script,medium,The Harvest Festival is tomorrow.I'll stop work earlier and come to the public square at <CTRL_…
$24,0,$B4A475,19,$B4A4CC,StartTextBox,028E,Text_28E_Festival_ThanksgivingFestivalTomorrowAllHusbands,Festival,festival_event;weather_context,mixed_event_script,medium,It's the Thanksgiving Festival tomorrow. It's for all the husbands and fathers who are always w…
$24,0,$B4A475,21,$B4A4D3,StartTextBox,026E,Text_26E_Festival_StarNightFestivaltomorrowCoupleofPlaces,Festival,festival_event;weather_context,mixed_event_script,medium,It's the Star Night Festivaltomorrow. There are a coupleof places for it so you should ask the…
$24,0,$B4A475,23,$B4A4DA,StartTextBox,0289,Text_289_Festival_NewYearsFestivaltomorrowSayThelast,Festival,festival_event;weather_context,mixed_event_script,medium,It's the New Year's festivaltomorrow. You should say thelast hello of this year.
$24,0,$B4A475,25,$B4A4E1,StartTextBox,0274,Text_274_Animal_EggFestivalTomorrowStopWork,Animal,festival_event;weather_context,mixed_event_script,medium,It's Egg Festival tomorrow. I'll stop work earlier and come to the public square by <CTRL_B5>:<…
$24,1,$B4A531,8,$B4A54D,StartTextBox,047F,Text_47F_Sign_DoingMakingGreatThingNow,Sign,event_dialogue_unknown_specific_owner,mixed_event_script,medium,"Hey:how are you doing? I'm making a great thing now, It'll be completed around the <CTRL_B4><CT…"
$24,2,$B4A55D,8,$B4A579,StartTextBox,0486,Text_486_Dialog_HeardAwfulSoundMorningAll,Dialog,npc_or_event_dialogue,mixed_event_script,medium,I heard an awful sound from here this morning. Are you all right? Has anything strange happened…
$24,3,$B4A589,8,$B4A5A5,StartTextBox,0142,Text_142_Sign_WasScaredEarthquakeMorningCome,Sign,event_dialogue_unknown_specific_owner,mixed_event_script,medium,"Hi,I was scared by the earthquake this morning. Come up to the mountain after checking out the…"
$26,0,$B4A62D,26,$B4A686,StartTextBox,0241,Text_241_Dialog_WelcomePutBroughtStewNow,Dialog,npc_or_event_dialogue,unknown_opcode_cluster_needs_manual_decode,low,Welcome.Put what you brought in the stew now.
$26,0,$B4A62D,31,$B4A693,StartTextBox,0243,Text_243_Dialog_NowWaitUntilDone,Dialog,npc_or_event_dialogue,unknown_opcode_cluster_needs_manual_decode,low,Now:wait until it's done.
$26,0,$B4A62D,36,$B4A6A1,StartTextBox,0242,Text_242_Dialog_BringAnythingAlright,Dialog,npc_or_event_dialogue,unknown_opcode_cluster_needs_manual_decode,low,Oh no:you didn't bring anything. Alright.
