pass90_confirmation_unit_key,entries,dominant_bucket,dominant_state,dominant_owner_type,review_scope,recommended_next_action,priority,groups,sample_candidates,pass91_unit_state,pass91_closed_entries,pass91_pending_entries,pass91_next_action
closed::WeatherFarmWarning_DialogueFlow_Entry003,2,confirmed_direct_anchor,closed_for_pass90,weather_farm_warning,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$06 $08,WeatherFarmWarning_DialogueFlow_Entry003 | WeatherFarmWarning_DialogueFlow_Entry003,closed,2,0,closed by direct anchor or domain-specific exact area closure
closed::WeatherFarmWarning_DialogueFlow_Entry007,2,confirmed_direct_anchor,closed_for_pass90,weather_farm_warning,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$04 $07,WeatherFarmWarning_DialogueFlow_Entry007 | WeatherFarmWarning_DialogueFlow_Entry007,closed,2,0,closed by direct anchor or domain-specific exact area closure
closed::WifeFamilyRoutine_DialogueFlow_Entry000,2,confirmed_direct_anchor,closed_for_pass90,wife_family,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$02 $44,WifeFamilyRoutine_DialogueFlow_Entry000 | WifeFamilyRoutine_DialogueFlow_Entry000,closed,2,0,closed by direct anchor or domain-specific exact area closure
closed::WifeFamilyRoutine_DialogueFlow_Entry002,2,confirmed_direct_anchor,closed_for_pass90,wife_family,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$07 $44,WifeFamilyRoutine_DialogueFlow_Entry002 | WifeFamilyRoutine_DialogueFlow_Entry002,closed,2,0,closed by direct anchor or domain-specific exact area closure
closed::WifeFamilyRoutine_DialogueFlow_Entry004,2,confirmed_direct_anchor,closed_for_pass90,wife_family,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$08 $44,WifeFamilyRoutine_DialogueFlow_Entry004 | WifeFamilyRoutine_DialogueFlow_Entry004,closed,2,0,closed by direct anchor or domain-specific exact area closure
closed::AnimalLivestock_DialogueFlow_Entry000,1,confirmed_direct_anchor,closed_for_pass90,animal_livestock,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$15,AnimalLivestock_DialogueFlow_Entry000,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::AnimalLivestock_DialogueFlow_Entry004,1,confirmed_direct_anchor,closed_for_pass90,animal_livestock,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$06,AnimalLivestock_DialogueFlow_Entry004,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::AnimalLivestock_DialogueFlow_Entry006,1,confirmed_direct_anchor,closed_for_pass90,animal_livestock,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$08,AnimalLivestock_DialogueFlow_Entry006,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::AnimalLivestock_DialogueFlow_Entry010,1,confirmed_direct_anchor,closed_for_pass90,animal_livestock,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$01,AnimalLivestock_DialogueFlow_Entry010,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::AnimalLivestock_DialogueFlow_Entry095,1,confirmed_direct_anchor,closed_for_pass90,animal_livestock,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$00,AnimalLivestock_DialogueFlow_Entry095,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::Ann_DialogueFlow_Entry004,1,confirmed_direct_anchor,closed_for_pass90,bachelorette_exact,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$01,Ann_DialogueFlow_Entry004,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::BabyChildFamily_DialogueFlow_Entry000,1,confirmed_direct_anchor,closed_for_pass90,family_child,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$43,BabyChildFamily_DialogueFlow_Entry000,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::BabyChildFamily_DialogueFlow_Entry001,1,confirmed_direct_anchor,closed_for_pass90,family_child,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$43,BabyChildFamily_DialogueFlow_Entry001,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::BabyChildFamily_DialogueFlow_Entry004,1,confirmed_direct_anchor,closed_for_pass90,family_child,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$43,BabyChildFamily_DialogueFlow_Entry004,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::BlueFeatherMarriageProposal_DialogueFlow_Entry000,1,confirmed_direct_anchor,closed_for_pass90,romance_marriage_item,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$03,BlueFeatherMarriageProposal_DialogueFlow_Entry000,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::BookcaseSignManual_DialogueFlow_Entry001,1,confirmed_direct_anchor,closed_for_pass90,sign_manual_bookshelf,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$24,BookcaseSignManual_DialogueFlow_Entry001,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::BookcaseSignManual_DialogueFlow_Entry003,1,confirmed_direct_anchor,closed_for_pass90,sign_manual_bookshelf,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$24,BookcaseSignManual_DialogueFlow_Entry003,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::BookcaseSignManual_DialogueFlow_Entry007,1,confirmed_direct_anchor,closed_for_pass90,sign_manual_bookshelf,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$08,BookcaseSignManual_DialogueFlow_Entry007,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::BookcaseSignManual_DialogueFlow_Entry008,1,confirmed_direct_anchor,closed_for_pass90,sign_manual_bookshelf,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$0B,BookcaseSignManual_DialogueFlow_Entry008,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::BookcaseSignManual_DialogueFlow_Entry009,1,confirmed_direct_anchor,closed_for_pass90,sign_manual_bookshelf,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$0B,BookcaseSignManual_DialogueFlow_Entry009,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::CarpenterHouseUpgrade_DialogueFlow_Entry009,1,confirmed_direct_anchor,closed_for_pass90,carpenter_house_upgrade,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$01,CarpenterHouseUpgrade_DialogueFlow_Entry009,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::CarpenterHouseUpgrade_DialogueFlow_Entry134,1,confirmed_direct_anchor,closed_for_pass90,carpenter_house_upgrade,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$00,CarpenterHouseUpgrade_DialogueFlow_Entry134,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::CarpenterHouseUpgrade_DialogueFlow_Entry135,1,confirmed_direct_anchor,closed_for_pass90,carpenter_house_upgrade,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$00,CarpenterHouseUpgrade_DialogueFlow_Entry135,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::ChurchPriest_DialogueFlow_Entry001,1,confirmed_direct_anchor,closed_for_pass90,church_priest,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$06,ChurchPriest_DialogueFlow_Entry001,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::Ellen_DialogueFlow_Entry005,1,confirmed_direct_anchor,closed_for_pass90,bachelorette_exact,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$01,Ellen_DialogueFlow_Entry005,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::Ellen_DialogueFlow_Entry006,1,confirmed_direct_anchor,closed_for_pass90,bachelorette_exact,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$07,Ellen_DialogueFlow_Entry006,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::Ellen_DialogueFlow_Entry007,1,confirmed_direct_anchor,closed_for_pass90,bachelorette_exact,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$01,Ellen_DialogueFlow_Entry007,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::Eve_DialogueFlow_Entry000,1,confirmed_direct_anchor,closed_for_pass90,bachelorette_exact,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$05,Eve_DialogueFlow_Entry000,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::FestivalEvent_DialogueFlow_Entry000,1,confirmed_direct_anchor,closed_for_pass90,festival_event,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$24,FestivalEvent_DialogueFlow_Entry000,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::Maria_DialogueFlow_Entry006,1,confirmed_direct_anchor,closed_for_pass90,bachelorette_exact,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$01,Maria_DialogueFlow_Entry006,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::Maria_DialogueFlow_Entry012,1,confirmed_direct_anchor,closed_for_pass90,bachelorette_exact,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$46,Maria_DialogueFlow_Entry012,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::Nina_DialogueFlow_Entry002,1,confirmed_direct_anchor,closed_for_pass90,bachelorette_exact,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$04,Nina_DialogueFlow_Entry002,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::Nina_DialogueFlow_Entry003,1,confirmed_direct_anchor,closed_for_pass90,bachelorette_exact,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$01,Nina_DialogueFlow_Entry003,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::Nina_DialogueFlow_Entry004,1,confirmed_direct_anchor,closed_for_pass90,bachelorette_exact,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$02,Nina_DialogueFlow_Entry004,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::RomanceDialogue_DialogueFlow_Entry001,1,confirmed_direct_anchor,closed_for_pass90,romance_general,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$08,RomanceDialogue_DialogueFlow_Entry001,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::WeatherFarmWarning_DialogueFlow_Entry005,1,confirmed_direct_anchor,closed_for_pass90,weather_farm_warning,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$06,WeatherFarmWarning_DialogueFlow_Entry005,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::WifeFamilyRoutine_DialogueFlow_Entry001,1,confirmed_direct_anchor,closed_for_pass90,wife_family,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$44,WifeFamilyRoutine_DialogueFlow_Entry001,closed,1,0,closed by direct anchor or domain-specific exact area closure
closed::WifeFamilyRoutine_DialogueFlow_Entry003,1,confirmed_direct_anchor,closed_for_pass90,wife_family,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$44,WifeFamilyRoutine_DialogueFlow_Entry003,closed,1,0,closed by direct anchor or domain-specific exact area closure
